Player1	Player2	Result	FSP.1	FSW.1	SSP.1	SSW.1	ACE.1	DBF.1	WNR.1	UFE.1	BPC.1	BPW.1	NPA.1	NPW.1	TPW.1	ST1.1	ST2.1	ST3.1	ST4.1	ST5.1	FSP.2	FSW.2	SSP.2	SSW.2	ACE.2	DBF.2	WNR.2	UFE.2	BPC.2	BPW.2	NPA.2	NPW.2	TPW.2	ST1.2	ST2.2	ST3.2	ST4.2	ST5.2
D.Istomin	A.Seppi	0	62	78	38	32	17	2	60	40	7	3	23	14	0	6	6	7	6	3	61	84	39	36	13	5	47	49	5	2	26	17	0	7	7	5	3	6
M.Llodra	J.Nieminen	1	62	43	38	21	17	4	43	15	6	3	47	32	0	7	6	6	0	0	65	44	35	18	3	3	24	14	1	1	15	9	0	6	4	3	0	0
L.Mayer	A.Bedene	1	63	47	37	20	13	4	41	33	7	4	24	16	0	6	6	6	0	0	60	34	40	16	7	3	19	30	6	0	10	5	0	2	3	4	0	0
K.Nishikori	M.Ebden	1	67	37	33	19	1	2	32	14	11	6	26	17	0	6	6	6	0	0	61	39	39	12	8	6	20	25	2	1	23	15	0	2	4	3	0	0
I.Dodig	P.Kohlschreiber	1	65	84	35	25	20	8	69	30	12	2	54	36	0	4	6	7	6	2	57	75	43	37	14	3	60	34	6	1	39	23	0	6	7	6	3	1
J.Duckworth	D.Kudla	0	58	63	42	20	19	5	53	44	17	4	47	32	0	4	2	6	6	1	61	63	39	35	5	3	44	31	15	7	47	31	0	6	6	3	4	6
A.Kuznetsov	I.Sijsling	0	61	39	39	11	8	1	39	18	6	0	17	12	0	3	4	4	0	0	60	49	40	21	12	9	39	17	4	3	26	16	0	6	6	6	0	0
M.Raonic	C.Berlocq	1	71	45	29	13	19	5	54	18	12	4	27	17	0	6	6	6	0	0	64	42	36	18	4	2	23	13	1	0	25	16	0	4	3	3	0	0
G.Elias	A.Dolgopolov	0	43	22	57	26	0	6	14	20	2	1	22	12	0	1	6	2	0	0	64	38	36	19	7	0	38	17	10	5	42	27	0	6	7	6	0	0
H.Zeballos	S.Giraldo	0	61	66	39	37	17	6	66	55	9	2	46	28	0	6	6	7	1	3	73	76	27	30	13	0	47	39	9	5	27	15	0	3	7	6	6	6
R.Bautista Agut	T.Gabashvili	1	75	63	25	16	6	1	31	25	10	4	20	15	0	6	6	7	0	0	58	40	42	21	5	5	38	52	8	2	26	16	0	3	4	6	0	0
D.Ferrer	M.Alund	1	68	57	32	15	7	6	31	22	12	6	30	26	0	6	4	7	6	0	74	53	26	13	8	2	28	23	3	2	23	14	0	1	6	5	2	0
M.Klizan	T.Berdych	0	64	38	36	18	5	6	28	24	3	0	24	11	0	3	4	4	0	0	62	47	38	17	6	1	31	14	9	3	26	20	0	6	6	6	0	0
D.Brands	D.Gimeno-Traver	1	65	90	35	38	19	3	59	41	8	3	46	30	0	7	6	6	6	6	69	93	31	27	20	3	64	37	4	0	18	10	0	6	7	7	1	4
P.Petzschner	M.Przysiezny	0	65	31	35	11	3	0	19	26	4	1	26	14	0	3	6	0	0	0	56	41	44	21	4	2	29	20	8	5	27	22	0	6	7	6	0	0
K.Anderson	O.Rochus	1	72	39	28	14	28	2	68	19	10	5	16	9	0	6	6	6	0	0	62	30	38	17	0	0	17	14	0	0	4	1	0	4	2	1	0	0
B.Tomic	S.Querrey	1	78	86	22	20	11	2	45	30	8	2	21	10	0	7	7	3	2	6	64	81	36	28	36	5	79	43	13	4	42	29	0	6	6	6	6	3
J.Blake	T.De Bakker	1	52	30	48	20	7	1	31	7	17	6	31	22	0	6	6	6	0	0	64	30	36	14	7	3	23	17	1	0	23	10	0	1	3	2	0	0
A.Haider-Maurer	G.Soeda	0	56	43	44	18	8	6	35	29	2	2	26	16	0	6	5	1	0	0	55	39	45	25	9	2	31	14	9	5	21	14	0	7	7	6	0	0
R.Gasquet	M.Granollers	1	65	65	35	22	8	1	60	28	16	5	46	31	0	6	6	7	6	0	72	73	28	15	11	3	48	29	5	2	75	50	0	7	4	5	4	0
D.Tursunov	T.Haas	0	56	37	44	24	5	4	29	13	4	0	22	14	0	3	5	5	0	0	64	56	36	18	17	3	45	13	6	3	19	14	0	6	7	7	0	0
W.Odesnik	Y-T.Wang	0	70	73	30	28	6	2	52	60	12	8	35	21	0	6	6	2	6	5	69	69	31	22	9	2	50	59	25	9	52	35	0	7	4	6	3	7
R.Berankis	P-H.Mathieu	0	52	73	48	36	19	10	67	38	8	1	35	23	0	6	5	7	4	0	61	73	39	30	26	4	68	25	10	3	35	29	0	7	7	6	6	0
G.Simon	F.Lopez	0	60	49	40	27	5	6	40	26	0	0	56	36	0	2	4	6	0	0	71	55	29	17	21	2	42	12	10	3	44	31	0	6	6	7	0	0
R.Harrison	J.Chardy	0	65	70	35	30	18	2	43	17	3	1	49	26	0	6	6	5	2	0	66	66	34	22	10	6	60	30	17	3	63	43	0	7	4	7	6	0
B.Kavcic	J.Struff	0	58	40	42	12	7	1	16	19	9	0	5	3	0	4	1	3	0	0	59	38	41	22	20	3	53	25	14	5	17	11	0	6	6	6	0	0
B.Reynolds	S.Johnson	1	62	68	38	38	22	1	52	32	16	3	45	26	0	1	7	6	6	6	55	76	45	39	25	8	76	55	11	2	36	26	0	6	6	3	7	4
N.Djokovic	F.Mayer	1	63	41	37	26	5	0	40	20	11	3	26	20	0	6	7	6	0	0	60	46	40	20	3	0	25	12	3	0	29	19	0	3	5	4	0	0
Y-H.Lu	A.Murray	0	66	49	34	13	1	5	29	27	3	0	39	25	0	3	3	5	0	0	63	44	37	20	11	1	41	14	15	4	23	19	0	6	6	7	0	0
T.Robredo	N.Mahut	1	63	52	37	28	9	3	38	9	5	2	15	10	0	7	6	7	0	0	65	48	35	18	17	3	39	19	2	0	54	31	0	6	1	6	0	0
V.Pospisil	M.Youzhny	0	63	83	37	25	26	2	66	27	7	2	61	39	0	2	7	6	6	4	64	76	36	39	8	2	53	20	7	4	46	32	0	6	6	7	3	6
V.Troicki	A.Kuznetsov	1	63	43	37	16	15	4	30	17	12	4	22	16	0	6	6	6	0	0	65	34	35	15	3	3	26	22	1	1	21	13	0	4	3	4	0	0
J.Mo0co	R.Ram	1	68	54	32	24	7	0	53	10	14	5	19	15	0	5	6	6	6	0	77	68	23	11	10	3	35	21	3	1	70	33	0	7	2	4	2	0
F.Verdasco	J.Benneteau	1	55	48	45	27	15	4	53	16	9	2	25	15	0	7	7	6	0	0	62	55	38	24	7	3	25	16	2	1	39	25	0	6	6	4	0	0
J-W.Tsonga	E.Gulbis	0	68	40	32	13	9	5	19	14	10	2	38	22	0	6	3	3	0	0	61	40	39	17	12	8	45	24	8	3	25	16	0	3	6	6	0	0
S.Stakhovsky	R.Federer	1	66	83	34	36	17	2	72	17	7	2	96	61	0	6	7	7	7	0	72	91	28	24	16	1	57	13	8	1	54	35	0	7	6	5	6	0
J.Melzer	J.Reister	1	64	60	36	33	12	1	56	28	12	2	71	49	0	3	7	7	6	0	70	68	30	27	10	5	42	21	9	1	39	23	0	6	6	6	2	0
N.Almagro	G.Rufin	1	69	71	31	20	21	4	55	17	10	5	29	24	0	7	6	6	6	0	63	63	37	18	17	6	48	30	3	2	51	33	0	5	7	3	4	0
D.Brown	L.Hewitt	1	64	71	36	25	21	5	74	22	6	5	87	48	0	6	6	6	6	0	55	52	45	29	12	4	42	13	10	1	34	15	0	4	4	7	2	0
S.Robert	B.Paire	0	61	42	39	23	4	4	29	27	4	0	30	20	0	4	5	4	0	0	57	49	43	23	12	2	39	27	6	3	41	26	0	6	7	6	0	0
J.Levine	J.Del Potro	0	61	41	39	16	13	7	38	29	3	1	41	26	0	2	6	3	0	0	69	46	31	16	13	0	37	13	11	4	10	6	0	6	7	6	0	0
G.Dimitrov	G.Zemlja	0	68	92	32	33	21	5	56	31	17	2	40	31	0	6	6	6	4	8	56	79	44	47	18	5	51	32	6	1	38	27	0	3	7	3	6	9
K.Nishikori	L.Mayer	1	67	51	33	19	2	5	29	20	12	5	15	9	0	7	6	6	0	0	65	44	35	15	5	5	27	28	5	2	32	19	0	6	4	2	0	0
D.Kudla	I.Dodig	0	57	39	43	24	3	5	26	22	7	2	40	26	0	1	6	5	0	0	61	55	39	22	24	4	48	20	13	5	28	20	0	6	7	7	0	0
M.Raonic	I.Sijsling	0	68	57	32	17	22	4	48	24	4	0	22	14	0	5	4	6	0	0	67	52	33	23	17	2	40	7	5	2	24	20	0	7	6	7	0	0
D.Brands	T.Berdych	0	75	53	25	11	19	1	33	10	1	1	20	13	0	6	4	2	0	0	58	40	42	26	15	1	55	10	11	4	29	20	0	7	6	6	0	0
K.Anderson	M.Przysiezny	1	69	49	31	18	15	2	33	10	6	3	27	18	0	6	7	6	0	0	60	42	40	21	6	4	28	20	1	1	22	16	0	4	6	4	0	0
J.Blake	B.Tomic	0	59	37	41	16	11	4	38	21	5	2	24	18	0	3	4	5	0	0	72	54	28	13	4	0	33	12	8	5	19	15	0	6	6	7	0	0
R.Gasquet	G.Soeda	1	57	47	43	23	11	5	54	21	18	9	28	22	0	6	6	6	6	0	56	45	44	20	2	3	34	31	6	4	44	29	0	0	3	7	3	0
J.Struff	J.Chardy	1	55	36	45	17	7	3	20	15	2	1	10	6	0	2	7	2	0	0	59	28	41	16	9	3	30	7	7	2	16	9	0	6	5	1	0	0
N.Djokovic	B.Reynolds	1	59	39	41	22	12	0	41	12	18	4	20	14	0	7	6	6	0	0	68	53	32	15	8	5	25	19	0	0	21	15	0	6	3	1	0	0
T.Robredo	A.Murray	0	67	47	33	12	6	1	34	25	3	1	29	21	0	2	4	5	0	0	65	44	35	16	9	0	40	14	7	5	28	20	0	6	6	7	0	0
J.Melzer	S.Stakhovsky	1	67	51	33	19	9	0	47	16	7	6	39	25	0	6	2	7	6	0	62	45	38	21	14	6	44	20	9	3	65	38	0	2	6	5	3	0
N.Almagro	J.Janowicz	0	72	58	28	8	18	3	32	18	1	1	19	9	0	6	3	4	0	0	69	52	31	16	30	3	59	15	5	3	15	14	0	7	6	6	0	0
A.Man0rino	D.Brown	1	65	44	35	20	16	2	40	10	12	4	28	14	0	6	6	7	0	0	58	42	42	16	11	3	34	20	5	0	61	29	0	4	2	5	0	0
G.Zemlja	J.Del Potro	0	67	53	33	11	14	5	44	27	0	0	21	13	0	5	6	0	0	0	61	47	39	20	10	4	29	12	9	4	13	7	0	7	7	6	0	0
K.Nishikori	A.Seppi	0	69	63	31	23	3	6	44	45	11	3	30	23	0	6	2	7	1	4	60	65	40	34	9	1	44	28	12	6	32	26	0	3	6	6	6	6
I.Sijsling	I.Dodig	0	62	12	38	4	3	0	8	10	0	0	14	4	0	0	1	0	0	0	47	12	53	17	5	1	21	6	9	6	6	5	0	6	6	1	0	0
D.Ferrer	A.Dolgopolov	1	70	76	30	22	6	8	34	39	24	7	50	34	0	6	7	2	6	6	59	76	41	33	15	2	56	34	9	5	53	35	0	7	6	6	1	2
K.Anderson	T.Berdych	0	60	53	40	25	19	3	45	12	14	3	29	16	0	6	3	4	5	0	53	54	47	27	11	5	50	19	18	5	34	24	0	3	6	6	7	0
R.Gasquet	B.Tomic	0	69	83	31	27	15	3	73	25	8	1	64	51	0	6	7	5	6	0	81	101	19	15	19	1	60	23	7	1	34	25	0	7	5	7	7	0
F.Lopez	T.Haas	0	54	48	46	30	14	3	42	25	10	2	38	24	0	6	2	5	4	0	76	63	24	18	18	2	43	22	10	5	38	24	0	4	6	7	6	0
N.Djokovic	J.Chardy	1	74	40	26	12	8	1	38	3	16	5	21	18	0	6	6	6	0	0	66	32	34	15	6	4	18	14	0	0	23	12	0	3	2	2	0	0
M.Youzhny	A.Murray	0	61	36	39	16	1	1	33	20	5	2	55	39	0	4	6	1	0	0	63	55	37	16	15	4	45	16	10	5	42	31	0	6	7	6	0	0
F.Verdasco	K.De Schepper	1	64	42	36	18	9	4	42	13	14	4	21	13	0	6	6	6	0	0	67	43	33	15	9	3	26	12	2	1	51	31	0	4	4	4	0	0
J.Janowicz	J.Melzer	1	57	68	43	36	16	8	54	26	9	3	42	28	0	3	7	6	4	6	71	76	29	28	11	3	57	19	12	3	50	32	0	6	6	4	6	4
L.Kubot	A.Man0rino	1	67	72	33	25	26	7	62	34	16	3	87	56	0	4	6	3	6	6	59	69	41	35	13	3	51	24	5	2	39	24	0	6	3	6	3	4
A.Seppi	J.Del Potro	0	59	47	41	18	5	4	36	20	2	0	27	21	0	4	6	3	0	0	72	55	28	18	9	1	36	15	11	2	28	15	0	6	7	6	0	0
D.Ferrer	I.Dodig	1	66	62	34	29	7	3	53	25	15	5	46	31	0	6	7	6	6	0	66	64	34	25	14	3	47	32	6	0	54	30	0	7	6	1	1	0
B.Tomic	T.Berdych	0	71	82	29	22	19	2	43	31	7	1	24	12	0	6	7	4	4	0	58	68	42	30	24	5	68	42	15	3	48	30	0	7	6	6	6	0
N.Djokovic	T.Haas	1	65	44	35	17	13	3	40	16	13	6	22	15	0	6	6	7	0	0	73	43	27	14	4	2	25	26	7	2	35	16	0	1	4	6	0	0
F.Verdasco	A.Murray	0	59	63	41	29	11	9	45	45	7	3	45	26	0	6	6	1	4	5	69	72	31	23	14	3	36	27	11	5	31	22	0	4	3	6	6	7
L.Kubot	J.Janowicz	0	57	44	43	20	9	3	32	11	6	0	54	30	0	5	4	4	0	0	68	63	32	12	30	9	58	14	10	3	16	12	0	7	6	6	0	0
D.Ferrer	J.Del Potro	0	68	45	32	17	8	2	41	22	2	0	31	25	0	2	4	6	0	0	72	55	28	11	12	0	42	11	8	3	21	17	0	6	6	7	0	0
N.Djokovic	T.Berdych	1	61	42	39	21	16	1	36	13	10	4	17	11	0	7	6	6	0	0	53	33	47	27	6	4	31	25	2	2	31	21	0	6	4	3	0	0
J.Janowicz	A.Murray	0	55	54	45	27	9	11	43	43	7	1	51	32	0	7	4	4	3	0	70	60	30	24	20	1	49	15	13	5	36	22	0	6	6	6	6	0
N.Djokovic	J.Del Potro	1	69	102	31	21	22	2	80	48	15	3	56	42	0	7	4	7	6	6	60	82	40	42	4	4	48	37	7	2	37	25	0	5	6	6	7	3
N.Djokovic	A.Murray	0	65	40	35	15	4	4	31	40	13	4	52	30	0	4	5	4	0	0	64	48	36	16	9	2	36	21	17	7	37	26	0	6	7	6	0	0
Richard Gasquet	Michael Russell	1	63	45	37	16	7	7	0	0	5	16	18	25	106	6	6	6	0	0	59	37	41	17	6	4	0	0	1	3	30	40	83	3	4	2	0	0
Stephane Robert	Albano Olivetti	1	61	44	39	19	3	2	0	0	4	13	0	0	99	6	6	6	0	0	56	37	44	15	18	8	0	0	0	1	0	0	71	3	3	4	0	0
Jan-Len0rd Struff	Guillaume Rufin	0	55	61	45	32	11	13	0	0	5	13	0	0	149	6	3	6	6	1	55	66	45	27	10	9	0	0	5	15	0	0	149	7	6	2	2	6
Aljaz Bedene	Dmitry Tursunov	0	52	41	48	19	13	8	0	0	2	9	0	0	97	5	6	3	0	0	55	52	45	27	16	3	0	0	6	9	0	0	121	7	4	6	6	0
Feliciano Lopez	Florent Serra	1	58	54	42	30	21	3	0	0	5	16	0	0	148	6	6	6	6	0	61	63	39	30	8	2	0	0	0	3	0	0	123	7	2	3	3	0
Kenny De Schepper	Bradley Klahn	0	59	68	41	37	20	11	0	0	1	1	30	42	133	7	2	6	6	0	71	72	29	26	6	1	0	0	3	11	30	48	151	6	6	7	7	0
Andrey Kuznetsov	Dudi Sela	0	53	59	47	44	8	8	0	0	10	18	0	0	183	6	3	7	7	4	59	65	41	38	2	7	0	0	11	26	0	0	187	7	6	6	5	6
Pablo Cuevas	Janko Tipsarevic	0	51	39	49	24	17	6	0	0	0	1	5	10	82	3	7	3	0	0	55	42	45	28	12	2	0	0	2	9	10	10	104	6	6	6	0	0
Ernests Gulbis	Andreas Haider-Maurer	0	58	68	42	31	15	8	0	0	5	22	0	0	159	6	3	6	6	4	49	58	51	43	10	12	0	0	4	14	0	0	160	3	6	1	7	6
Mikhail Kukushkin	Andrej Martin	1	51	35	49	27	4	5	0	0	9	11	0	0	117	6	7	7	0	0	49	35	51	20	4	3	0	0	7	12	0	0	103	4	6	5	0	0
Roberto Bautista Agut	Thomaz Bellucci	1	75	44	25	12	1	1	0	0	6	10	0	0	87	6	6	6	0	0	57	28	43	10	7	2	0	0	1	4	0	0	65	3	2	2	0	0
Nick Kyrgios	David Ferrer	0	69	44	31	9	8	3	0	0	1	3	13	19	75	5	3	2	0	0	55	40	45	21	11	2	0	0	5	11	6	6	103	7	6	6	0	0
Tommy Robredo	Marinko Matosevic	1	54	49	46	30	9	3	0	0	9	16	9	14	138	6	6	6	6	0	59	44	41	27	7	3	0	0	3	9	34	53	119	3	7	3	2	0
Robin Haase	Frank Dancevic	0	58	65	42	34	19	4	0	0	3	15	0	0	149	6	6	5	6	0	64	68	36	34	14	3	0	0	3	4	0	0	154	7	3	7	7	0
Albert Ramos	Ber0rd Tomic	0	55	76	45	42	9	9	0	0	4	15	26	38	165	3	6	6	6	3	68	71	32	28	9	2	0	0	5	17	28	41	173	6	3	4	7	6
Daniel Evans	Kei Nishikori	1	48	35	52	25	8	4	0	0	6	9	16	24	102	6	6	6	0	0	54	30	46	15	3	8	0	0	2	9	10	18	80	4	4	2	0	0
Fer0ndo Verdasco	Ivan Dodig	0	59	58	41	23	5	14	0	0	6	17	15	22	144	3	5	6	6	3	57	60	43	34	10	5	0	0	6	9	22	41	145	6	7	1	4	6
Rhyne Williams	Nikolay Davydenko	0	55	56	45	26	11	9	0	0	6	12	0	0	132	3	6	6	5	0	57	57	43	28	7	6	0	0	8	14	0	0	146	6	4	1	7	6
Ryan Harrison	Rafael 0dal	0	62	41	38	10	11	2	0	0	0	2	12	21	69	4	2	2	0	0	72	42	28	11	3	5	0	0	5	7	25	31	94	6	6	6	0	0
Novak Djokovic	Ricardas Berankis	1	68	36	32	14	10	1	0	0	7	14	15	23	91	6	6	6	0	0	53	18	47	9	3	4	0	0	1	8	7	15	50	1	2	2	0	0
Benjamin Becker	Lukas Rosol	1	52	38	48	27	8	5	0	0	8	17	0	0	125	6	3	6	6	0	47	44	53	27	18	14	0	0	5	12	0	0	111	3	6	3	4	0
Lukasz Kubot	Jarkko Nieminen	0	38	28	62	27	5	14	0	0	4	8	0	0	86	5	5	2	0	0	59	38	41	19	6	3	0	0	7	11	0	0	111	7	7	6	0	0
Joao Sousa	Grigor Dimitrov	1	58	61	42	27	5	2	0	0	8	11	0	0	145	3	6	6	5	6	58	53	42	27	13	7	0	0	6	14	0	0	134	6	3	4	7	2
Tommy Haas	Paul-Henri Mathieu	1	59	38	41	15	14	5	0	0	6	8	5	5	89	6	6	6	0	0	56	29	44	16	7	8	0	0	1	3	8	20	63	4	4	1	0	0
Yen-Hsun Lu	Daniel Gimeno-Traver	1	67	49	33	19	4	4	0	0	3	9	0	0	116	6	7	6	0	0	56	45	44	22	14	4	0	0	1	2	0	0	90	4	6	3	0	0
Do0ld Young	Martin Klizan	1	74	39	26	10	3	7	0	0	8	13	9	15	86	6	6	6	0	0	47	10	53	10	4	5	0	0	0	9	8	20	45	1	0	1	0	0
Florian Mayer	Juan Mo0co	1	65	34	35	15	5	1	0	0	5	8	0	0	77	6	6	3	0	0	63	20	37	11	1	5	0	0	0	3	0	0	51	4	2	0	0	0
Tobias Kamke	Steve Johnson	1	53	55	47	39	10	7	0	0	4	15	14	24	157	6	6	7	6	0	48	56	52	40	12	10	0	0	1	5	24	40	137	7	4	6	2	0
Denis Istomin	Nicolas Almagro	1	64	50	36	23	13	2	0	0	7	11	0	0	112	6	6	4	6	0	64	36	36	14	7	5	0	0	3	9	0	0	84	3	1	6	3	0
Julien Benneteau	Michal Przysiezny	1	61	49	39	25	7	6	0	0	6	11	0	0	125	6	5	6	6	0	58	52	42	27	14	2	0	0	4	6	0	0	110	4	7	4	4	0
Sergiy Stakhovsky	Jeremy Chardy	0	53	62	47	33	7	9	0	0	3	14	0	0	156	4	6	2	6	4	56	64	44	40	8	7	0	0	6	11	0	0	170	6	4	6	4	6
Jiri Vesely	Denis Kudla	0	55	50	45	30	10	8	0	0	2	5	0	0	112	2	2	7	5	0	63	56	37	27	7	5	0	0	7	17	0	0	140	6	6	6	7	0
Paolo Lorenzi	Tomas Berdych	0	48	27	52	11	2	6	0	0	2	4	9	20	62	1	4	1	0	0	56	34	44	12	10	3	0	0	8	15	21	28	93	6	6	6	0	0
Pablo Andujar	Thiemo de Bakker	1	60	44	40	19	5	3	0	0	5	9	0	0	105	6	6	6	0	0	52	33	48	19	9	4	0	0	2	7	0	0	82	4	4	4	0	0
Thomas Fabbiano	Milos Raonic	0	66	46	34	17	0	7	0	0	1	5	13	15	87	3	6	3	0	0	63	51	37	19	28	4	0	0	3	12	12	20	116	6	7	6	0	0
Jerzy Janowicz	Maximo Gonzalez	0	58	40	42	17	3	11	0	0	2	10	16	25	92	4	4	2	0	0	65	45	35	13	9	4	0	0	6	16	12	20	111	6	6	6	0	0
Jack Sock	Philipp Petzschner	1	51	36	49	29	6	8	0	0	3	8	13	23	100	7	3	5	0	0	46	29	54	27	10	5	0	0	3	8	13	21	91	6	6	2	0	0
Roger Federer	Grega Zemlja	1	60	41	40	21	12	2	0	0	5	11	20	21	103	6	6	7	0	0	49	29	51	18	9	9	0	0	1	3	5	13	65	3	2	5	0	0
Santiago Giraldo	Carlos Berlocq	0	58	63	42	30	9	6	0	0	6	9	18	29	146	3	6	7	4	2	64	61	36	30	5	7	0	0	9	22	18	28	163	6	3	6	6	6
Horacio Zeballos	Adrian Man0rino	0	52	44	48	29	8	7	0	0	1	6	0	0	109	6	4	2	1	0	57	47	43	30	11	7	0	0	6	13	0	0	135	4	6	6	6	0
Guido Pella	Sam Querrey	0	56	54	44	31	6	9	0	0	1	7	19	28	117	6	6	1	2	0	58	60	42	26	24	4	0	0	4	18	16	24	145	7	4	6	6	0
John Isner	Filippo Volandri	1	73	42	27	11	16	3	0	0	6	7	12	17	87	6	6	6	0	0	56	18	44	10	1	5	0	0	0	2	5	10	45	0	2	3	0	0
Adrian Ungur	Gael Monfils	0	56	18	44	8	1	7	0	0	1	1	6	14	38	1	2	0	0	0	84	33	16	4	5	1	0	0	9	13	8	12	81	6	6	6	0	0
Albert Montanes	Edouard Roger-Vasselin	0	51	29	49	20	4	8	0	0	0	0	0	0	57	3	2	4	0	0	64	38	36	18	10	1	0	0	4	11	0	0	93	6	6	6	0	0
Collin Altamirano	Philipp Kohlschreiber	0	58	27	42	8	3	3	0	0	0	0	4	4	50	1	3	1	0	0	58	31	42	16	10	4	0	0	7	12	16	17	86	6	6	6	0	0
Rogerio Dutra Silva	Vasek Pospisil	1	58	64	42	39	3	3	0	0	6	16	0	0	178	4	3	7	6	7	48	66	52	46	21	15	0	0	7	18	0	0	176	6	6	6	2	6
Benoit Paire	Alex Bogomolov Jr.	0	51	72	49	40	29	11	0	0	6	23	36	49	191	5	6	4	7	6	64	82	36	33	2	6	0	0	5	12	21	42	181	7	2	6	5	7
Tim Smyczek	James Duckworth	1	66	47	34	21	4	2	0	0	7	17	24	36	134	3	6	6	6	0	55	47	45	26	8	5	0	0	3	7	22	39	114	6	2	4	1	0
Jurgen Zopp	Marcel Granollers	0	51	46	49	27	5	9	0	0	6	10	0	0	116	1	6	6	3	4	52	43	48	27	13	9	0	0	8	16	0	0	132	6	3	1	6	6
Rajeev Ram	Fabio Fognini	1	73	40	27	10	8	1	0	0	7	16	20	27	90	6	6	6	0	0	54	21	46	13	3	7	0	0	1	3	8	15	55	1	2	2	0	0
David Goffin	Alexandr Dolgopolov	0	67	44	33	14	7	8	0	0	2	8	0	0	93	2	4	4	0	0	45	34	55	27	6	4	0	0	6	21	0	0	115	6	6	6	0	0
Nicolas Mahut	Mikhail Youzhny	0	63	50	37	22	6	5	0	0	1	3	0	0	94	4	4	6	0	0	64	50	36	20	8	3	0	0	3	11	0	0	115	6	6	7	0	0
Jurgen Melzer	Evgeny Donskoy	0	65	39	35	17	4	2	0	0	3	10	0	0	96	5	3	6	0	0	57	48	43	27	5	1	0	0	4	10	0	0	116	7	6	7	0	0
Igor Sijsling	Peter Gojowczyk	0	55	49	45	24	13	3	0	0	4	9	0	0	107	6	6	4	1	0	51	40	49	29	8	6	0	0	6	11	0	0	124	7	2	6	6	0
Lleyton Hewitt	Brian Baker	1	46	38	54	29	8	7	0	0	10	19	14	27	129	6	4	6	6	0	49	32	51	28	14	10	0	0	7	12	12	25	110	3	6	3	4	0
Guillermo Garcia-Lopez	Juan Martin Del Potro	0	48	57	52	45	13	3	0	0	1	4	22	32	133	3	7	4	6	0	62	62	38	31	13	4	0	0	4	13	26	29	163	6	6	6	7	0
Andy Murray	Michael Llodra	1	67	36	33	15	3	0	0	0	6	8	19	26	91	6	6	6	0	0	63	31	37	12	2	6	0	0	1	2	33	60	61	2	4	3	0	0
Victor Hanescu	Leo0rdo Mayer	0	67	72	33	29	5	1	0	0	3	13	0	0	156	6	4	6	6	0	57	60	43	37	8	8	0	0	3	14	0	0	157	7	6	3	7	0
Andreas Seppi	Xavier Malisse	1	59	62	41	24	12	4	0	0	5	10	0	0	138	6	3	7	7	0	46	41	54	36	14	5	0	0	4	9	0	0	124	3	6	5	5	0
Lukas Lacko	Somdev Devvarman	0	50	48	50	29	11	6	0	0	5	12	10	16	133	6	1	2	6	4	56	60	44	31	5	3	0	0	8	12	27	29	151	4	6	6	4	6
Stanislas Wawrinka	Radek Stepanek	1	51	32	49	27	7	2	0	0	6	13	11	18	103	7	6	6	0	0	66	37	34	16	1	3	0	0	3	7	37	64	88	6	3	2	0	0
James Blake	Ivo Karlovic	0	64	82	36	36	9	6	0	0	4	11	35	46	170	7	6	4	6	6	63	90	37	29	38	8	0	0	3	11	48	81	167	6	3	6	7	7
Marcos Baghdatis	Go Soeda	1	60	34	40	20	16	3	0	0	5	10	5	8	89	6	6	6	0	0	54	30	46	15	0	5	0	0	0	1	10	15	63	4	3	1	0	0
Daniel Brands	Kevin Anderson	0	59	58	41	20	10	6	0	0	1	6	16	27	113	5	6	2	3	0	53	50	47	35	20	6	0	0	4	15	21	27	126	7	4	6	6	0
Richard Gasquet	Stephane Robert	1	58	50	42	22	8	6	0	0	6	12	14	23	112	6	7	7	0	0	53	35	47	19	8	5	0	0	3	10	20	29	97	3	5	5	0	0
Guillaume Rufin	Dmitry Tursunov	0	43	14	57	12	4	1	0	0	1	8	0	0	48	6	1	0	0	0	58	24	42	13	3	3	0	0	1	2	0	0	51	7	1	0	0	0
Feliciano Lopez	Bradley Klahn	1	52	59	48	38	23	10	0	0	4	9	19	29	141	6	7	4	7	0	71	69	29	18	17	3	0	0	3	9	24	39	140	4	6	6	5	0
Pablo Andujar	Milos Raonic	0	64	32	36	17	2	5	0	0	1	7	10	19	79	1	2	4	0	0	63	44	37	12	9	2	0	0	6	18	33	56	102	6	6	6	0	0
Maximo Gonzalez	Jack Sock	0	68	51	32	17	3	4	0	0	4	10	14	25	104	6	6	5	2	0	62	54	38	25	7	9	0	0	4	7	22	28	116	7	1	7	6	0
Dudi Sela	Janko Tipsarevic	0	62	30	38	10	1	7	0	0	2	13	0	0	74	4	4	1	0	0	44	32	56	31	3	3	0	0	7	11	0	0	102	6	6	6	0	0
Andreas Haider-Maurer	Mikhail Kukushkin	0	60	45	40	17	7	5	0	0	0	5	0	0	91	4	4	5	0	0	57	42	43	29	7	0	0	0	3	3	0	0	105	6	6	7	0	0
Roberto Bautista Agut	David Ferrer	0	62	42	38	20	2	5	0	0	3	8	21	24	104	3	7	1	2	0	59	48	41	29	10	3	0	0	8	16	19	29	135	6	6	6	6	0
Roger Federer	Carlos Berlocq	1	52	27	48	22	6	2	0	0	7	13	28	40	94	6	6	6	0	0	84	36	16	2	1	2	0	0	1	3	7	17	58	3	2	1	0	0
