type,text
souseki,Ｋ から 聞かさ れ た 打ち明け 話 を 、 奥さん に 伝える 気 の なかっ た 私 は 、  いいえ  と いっ て しまっ た 後 で 、 すぐ 自分 の 嘘  うそ  を 快  こころ よ  から ず 感じ まし た 。 仕方 が ない から 、 別段 何 も 頼ま れ た 覚え は ない の だ から 、 Ｋ に関する 用件 で は ない の だ と いい 直し まし た 。 奥さん は  そう です か  と いっ て 、 後  あと  を 待っ て い ます 。 私 は どうしても 切り出さ なけれ ば なら なく なり まし た 。 私 は 突然  奥さん 、 お嬢さん を 私 に 下さい  と いい まし た 。 奥さん は 私 の 予期 し て かかっ た ほど 驚い た 様子 も 見せ ませ ん でし た が 、 それでも 少時  しばらく  返事 が でき なかっ た もの と 見え て 、 黙っ て 私 の 顔 を 眺  な が  め て い まし た 。 一度 いい 出し た 私 は 、 いくら 顔 を 見 られ て も 、 それ に 頓着  とん じゃ く  など は し て い られ ませ ん 。  下さい 、 ぜひ 下さい  と いい まし た 。  私 の 妻 として ぜひ 下さい  と いい まし た 。 奥さん は 年 を 取っ て いる だけ に 、 私 より も ずっと 落ち 付い て い まし た 。  上げ て も いい が 、 あんまり 急 じゃ あり ませ ん か  と 聞く の です 。 私 が  急 に 貰  もら  いたい の だ  と すぐ 答え たら 笑い 出し まし た 。 そうして  よく 考え た の です か  と 念 を 押す の です 。 私 は いい 出し た の は 突然 でも 、 考え た の は 突然 で ない という 訳 を 強い 言葉 で 説明 し まし た 。
souseki,十一月 の 寒い 雨 の 降る 日 の 事 でし た 。 私  わたくし  は 外套  が いとう  を 濡  ぬ  らし て 例 の 通り 蒟蒻 閻魔  こん に ゃくえんま  を 抜け て 細い 坂路  さ か みち  を 上  あ が  って 宅  うち  へ 帰り まし た 。 Ｋ の 室 は 空虚  がらんどう  でし た けれども 、 火鉢 に は 継ぎ たて の 火 が 暖か そう に 燃え て い まし た 。 私 も 冷たい 手 を 早く 赤い 炭 の 上 に 翳  かざ  そう と 思っ て 、 急い で 自分 の 室 の 仕切  しき  り を 開け まし た 。 すると 私 の 火鉢 に は 冷たい 灰 が 白く 残っ て いる だけ で 、 火種  ひだ ね  さえ 尽き て いる の です 。 私 は 急 に 不愉快 に なり まし た 。
souseki,私 は この 追窮  つい きゅう  に 苦しん だ 。 しかし 先生 は 私 に 返事 を 考え させる 余裕 さえ 与え なかっ た 。
souseki,母 は また 母 で 先生 の 返事 の 来る の を 苦 に し て い た 。
souseki,国元 から Ｋ の 父 と 兄 が 出 て 来 た 時 、 私 は Ｋ の 遺骨 を どこ へ 埋  う  め る か について 自分 の 意見 を 述べ まし た 。 私 は 彼 の 生前 に 雑司ヶ谷  ぞう し が や  近辺 を よく いっしょ に 散歩 し た 事 が あり ます 。 Ｋ に は そこ が 大変 気に入っ て い た の です 。 それで 私 は 笑 談  じ ょうだん  半分  はん ぶん  に 、 そんなに 好き なら 死ん だら ここ へ 埋め て やろ う と 約束 し た 覚え が ある の です 。 私 も 今 その 約束 通り Ｋ を 雑司ヶ谷 へ 葬  ほうむ  っ た ところ で 、 どの くらい の 功徳  くどく  に なる もの か と は 思い まし た 。 けれども 私 は 私 の 生き て いる 限り 、 Ｋ の 墓 の 前 に 跪  ひざ まず  い て 月々 私 の 懺悔  ざんげ  を 新た に し たかっ た の です 。 今 まで 構い 付け なかっ た Ｋ を 、 私 が 万事 世話 を し て 来 た という 義理 も あっ た の でしょ う 、 Ｋ の 父 も 兄 も 私 の いう 事 を 聞い て くれ まし た 。
souseki,私 は 看護 婦 を 相手 に 、 父 の 水枕  み ず まくら  を 取り 更  か  え て 、 それ から 新しい 氷 を 入れ た 氷嚢  ひょう のう  を 頭 の 上 へ 載  の  せ た 。 がさがさ に 割ら れ て 尖  と が  り 切っ た 氷 の 破片 が 、 嚢  ふく ろ  の 中 で 落ちつく 間 、 私 は 父 の 禿  は  げ 上っ た 額 の 外  はずれ  で それ を 柔らか に 抑  お さ  え て い た 。 その 時 兄 が 廊下 伝  ろう か づた  い に は いっ て 来 て 、 一 通 の 郵便 を 無言 の まま 私 の 手 に 渡し た 。 空  あ  い た 方 の 左手 を 出し て 、 その 郵便 を 受け取っ た 私 は すぐ 不審 を 起し た 。
souseki,今に 癒  なお  っ たら もう 一 返  いっぺん  東京 へ 遊び に 行っ て みよ う 。 人間 は いつ 死ぬ か 分ら ない から な 。 何 でも やり たい 事 は 、 生き てる うち に やっ て おく に 限る
souseki,奥さん は 下女 を 呼ん で 食卓 を 片付け させ た 後 へ 、 改めて アイスクリーム と 水菓子  み ず が し  を 運ば せ た 。
souseki,それ は そう か も 知れ ませ ん 。 しかし それ は 恋 と は 違い ます
souseki,私 は ついに こんな 口 の 利  き  き よう を し た 。 すると 父 が 変 な 顔 を し た 。
souseki,先生 は 私 の 言葉 に 耳 を 貸さ なかっ た 。
souseki,私 は また 父 の 様子 を 見 に 病室 の 戸口 まで 行っ た 。 病人 の 枕辺  まくら べ  は 存外  ぞんがい  静か で あっ た 。 頼り な さ そう に 疲れ た 顔 を し て そこ に 坐っ て いる 母 を 手 招  て まね  ぎし て 、  どう です か 様子 は  と 聞い た 。 母 は  今 少し 持ち 合っ てる よう だ よ  と 答え た 。 私 は 父 の 眼 の 前 へ 顔 を 出し て 、  どう です 、 浣腸 し て 少し は 心持 が 好く なり まし た か  と 尋ね た 。 父 は 首肯  うな ず  い た 。 父 は はっきり  有難う  と いっ た 。 父 の 精神 は 存外 ｜ 朦朧  もうろう  と し て い なかっ た 。
souseki,ただ 一つ 私 の 記憶 に 残っ て いる 事 が ある 。 或  あ  る 時 ｜ 花時 分  はな じ ぶん  に 私 は 先生 と いっしょ に 上野  うえの  へ 行っ た 。 そう し て そこ で 美しい 一 対  いっ つい  の 男女  なん に ょ  を 見 た 。 彼ら は 睦  むつ  まじ そう に 寄り添っ て 花 の 下 を 歩い て い た 。 場所 が 場所 な ので 、 花 より も そちら を 向い て 眼 を 峙  そば  だ て て いる 人 が 沢山 あっ た 。
souseki,母 は 死に まし た 。 私 と 妻  さい  は たった 二 人 ぎり に なり まし た 。 妻 は 私 に 向っ て 、 これから 世の中 で 頼り に する もの は 一 人 しか なくなっ た と いい まし た 。 自分 自身 さえ 頼り に する 事 の でき ない 私 は 、 妻 の 顔 を 見 て 思わず 涙ぐみ まし た 。 そうして 妻 を 不幸 な 女 だ と 思い まし た 。 また 不幸 な 女 だ と 口 へ 出し て も いい まし た 。 妻 は なぜ だ と 聞き ます 。 妻 に は 私 の 意味 が 解  わか  ら ない の です 。 私 も それ を 説明 し て やる 事 が でき ない の です 。 妻 は 泣き まし た 。 私 が 不断  ふだん  から ひねくれ た 考え で 彼女 を 観察 し て いる ため に 、 そんな 事 も いう よう に なる の だ と 恨  うら  み まし た 。
souseki,奥さん は 何とも 答え なかっ た 。 しばらく し て から こう いっ た 。
souseki,私 は その 晩 の 汽車 で 東京 を 立っ た 。
souseki,そんなに と いう ほど で も あり ませ ん が 、 少し … …
souseki,母 は 父 の ため に 箒  ほうき  で 背中 を どやさ れ た 時 の 事 など を 話し た 。 今 まで 何 遍  なん べ ん  も それ を 聞かさ れ た 私 と 兄 は 、 いつも と は まるで 違っ た 気分 で 、 母 の 言葉 を 父 の 記念  かた み  の よう に 耳 へ 受け入れ た 。
souseki,ええ
souseki,卒業 が でき て まあ 結構 だ
souseki,何 の 口 だ か まだ 分ら ない の か  と 兄 が 聞い た 。
souseki,その 時 Ｋ は もう 寝 た の か と 聞き まし た 。 Ｋ は いつ でも 遅く まで 起き て いる 男 でし た 。 私 は 黒い 影法師  かげ ぼうし  の よう な Ｋ に 向っ て 、 何 か 用 か と 聞き返し まし た 。 Ｋ は 大した 用 で も ない 、 ただ もう 寝 た か 、 まだ 起き て いる か と 思っ て 、 便所 へ 行っ た ついで に 聞い て み た だけ だ と 答え まし た 。 Ｋ は 洋 燈  ランプ  の 灯  ひ  を 背中 に 受け て いる ので 、 彼 の 顔色 や 眼 つき は 、 全く 私 に は 分り ませ ん でし た 。 けれども 彼 の 声 は 不断 より も かえって 落ち 付い て い た くらい でし た 。
souseki,すると 殺さ れる の も 、 やはり 不自然 な 暴力 の お蔭  かげ  です ね
souseki,医者 は 何 という の です
souseki,みんな 善  い  い 人 です か
souseki,何 だい  と いっ て 、 私 の 封 を 開く の を 傍  そば  に 立っ て 待っ て い た 。
touson,雪 に 妨げ られ て 、 学校 へ 集る 生徒 は 些少  すく な  かつ た 。 何 時  い つ  まで 経  た  つて も 授業 を 始める こと が 出来 ない ので 、 職員 の ある もの は 新聞 縦覧 所 へ 、 ある もの は 小使 部屋 へ 、 ある もの は 又 た 唱歌 の 教室 に 在る 風琴 の 周囲  ま はり  へ —— いづれ も 天 の 与 へた 休暇  やすみ  として 斯 の 雪 の 日 を 祝 ふか の やう に 、 思ひ ／ ＼ の 圜  わ  に 集 つて 話し た 。
touson,長野 県 小県 郡 根津 村 大字 姫子 沢 —— 丑松 が 第 二 の 故郷 と は 、 其五 十 戸 ばかり の 小 部落 を 言 ふ の で ある 。
touson,住職 は 今 留守 さ 。
touson,瀬川 君 、 奈何  どう  です か 、 御 病気 は ——
touson,ホラ 、 校長 先生 の 御 祝 で さあ ね 。
touson,忘れる な  と また 心 の 底 の 方 で 。
touson,無論 出来る こと な ん です 。
touson,母さん 、 もう 一つ お 呉  くん  な 。  と 省吾 は 訴 へる やう に 、  進 に は 二つ 呉れ て 、 私  わし  に は 一つ しか 呉 ねえ だ もの 。
touson,卒業生 の 写真 が 学校 に 有 ます が ね 、  と 銀之助 は 笑 つて 、  彼 頃  あの ころ  から 見る と 、 皆  み ん  な 立派 な 姉さん に 成り まし た なあ —— どうして 吾 儕  わたし ども  が 来 た 時分 に は 、 まだ 鼻 洟  はな  を 垂らし てる やう な 連中 も あつ た ツ けが 。
touson,高柳 は 膝 を 進め て 、
touson,其日 、 長野 の 師範 校 の 生徒 が 二 十 人 ばかり 、 参観 と 言 つて 学校 の 廊下 を 往 つ たり 来 たり し た 。 丑松 が 受持 の 教室 へ も 入 つて 来 た 。 丁度 高等 四 年 で は 修身 の 学課 を 終 つて 、 二 時間 目 の 数学 に 取 掛 つた ところで 、 生徒 は 頻  しきり  に 問題 を 考へ て 居る 最中 。 参観 人 の 群 が 戸 を 開け て あら はれ た 時 は 、 一時 靴 の 音 で 妨げ られ た が 、 軈  や が  て 其 も 静 つて もと の 通り に 成 つ た 。 寂  しん  と し た 教室 の 内 に は 、 石盤 を 滑る 石筆 の 音 ばかり 。 丑松 は 机 と 机 と の 間 を 歩い て 、 名残惜し さ うに 一同 の 監督 を し た 。 時々 参観 人 の 方 を 注意 し て 見る と 、 制服 着 た 連中 が ずらりと 壁 に 添 ふて 並ん で 、 いづれ も 一廉  い つ ぱし  の 批評 家 らしい 顔 付 。 楽しい 学生 時代 の 種々  さま ／″＼ は 丑松 の 眼前  め の ま へ  に 彷彿  ちら つ  い て 来 た 。 丁度 自分 も 同級 の 人達 と 一緒 に 、 師範 校 の 講師 に 連れ られ て 、 方々 へ 参観 に 出掛け た 当時 の こと を 思ひ 浮べ た 。 残酷 な 、 と は 言 へ 罪 の 無い 批評 を し て 、 到る ところ の 学校 の 教師 を 苦 め た こと を 思ひ 浮べ た 。 丑松 とても 一 度 は 斯 の 参観 人 と 同じ 制服 を 着 た 時代 が あつ た の で ある 。
touson,風間 ｜ 敬之 進  けい の しん  は 、 時世 の 為 に 置去 に さ れ た 、 老朽 な 小学 教員 の 一 人 。 丑松 や 銀之助 など の 若手 に 比べる と 、 阿 爺  おや ぢ  に し て も よい 程 の 年頃 で ある 。 黒 木綿 の 紋付 羽織 、 垢 染  あ かじ  み た 着物 、 粗末 な 小倉 の 袴 を 着け て 、 兢々  お づ ／ ＼  郡 視学 の 前 に 進ん だ 。 下り坂 の 人 は 気 の 弱い もの で 、 すこし 郡 視学 に 冷酷 な 態度  やう す  が 顕  あら は  れる と 、 もう 妙 に 固く な つて 思ふ こと を 言 ひ かねる 。
touson,斯  か  う いふ 中 に も 、 唯 一つ 、 あの 省吾 に 呉れ たい と 思 つて 、 用意 し た もの を 持つ て 来る こと だけ は 忘れ なかつ た 。 昼休み に は 、 高等 科 から 尋常 科 まで の 生徒 が 学校 の 内 で 飛ん だり 跳ね たり し て 騒い だ 。 なか に は 広い 運動 場 に 出 て 、 雪投げ を し て 遊ぶ もの も あつ た 。 丁度 高等 四 年 の 教室 に は 誰 も 居 なかつ た ので 、 そこ へ 丑松 は 省吾 を 連れ て 行 つて 、 新聞紙 に 包ん だ もの を 取出し て 見せ て 、
touson,斯  か  う いふ 挨拶 を 蔵 裏 の 下 座敷 で 取交し て 、 やがて 丑松 は 二 階 の 部屋 の 方 へ 客 を 導い て 行 つ た 。
touson,其時 まで 、 丑松 は 細君 に 話し たい と 思ふ こと が あつ て 、 其 を 言 ふ 機会 も 無く 躊躇  ち うち よ  し て 居 た の で ある が 、 斯 うし て 酒 が 始 つて 見る と 、 何 時  い つ  是 地主 が 帰 つて 行く か 解ら ない 。 御 相伴  おし やう ばん  に 一つ 、 と 差さ れる 盃 を 辞退 し て 、 ついと 炉辺 を 離れ た 。 表 の 入口 の ところ へ 省吾 を 呼ん で 、 物 の 蔭 に 佇立  た ゝ ず  み 乍 ら 、 袂 から 取出し た の は 例 の 紙 の 袋 に 入れ た 金 で ある 。 丑松 は 斯 う 言 つ た 。 後刻  あと  で 斯 の 金 を 敬 之 進 に 渡し て 呉れ 。 それから 家 の 事情 で 退校 さ せる といふ 敬之 進 の 話 も あつ た が 、 月謝 や 何 か は 斯中  この なか  から 出し て 、 是非 今 迄 通り に 学校 へ 通 はせ て 貰 ふ やう に 。  い ゝ かい 、 君 、 解 つ たかい 。  と 添加  つけ た  し て 、 それ を 省吾 の 手 に 握ら せる ので あつ た 。
touson,只今  た ゞ いま  猪子 といふ 方 の 御 話 が 出 まし た が 、  と 高柳 は 巻煙草 の 灰 を 落し 乍 ら 言 つ た 。  あの 、 何 です か 、 瀬川 さん は 彼  あ  の 方 と 御 懇意 で いら つ し やる ん です か 。
touson,やがて 橇  そり  の 用意 も 出来 た と いふ 。 丑松 は 根津 村 に 居る 叔父 夫婦 の こと を 銀之助 に 話し て 、 嘸  さぞ  あの 二 人 も 心配 し て 居る で あら う 、 もし 自分 の 噂  う はさ  が 姫子 沢 へ 伝 つ たら 、 其為 に 叔父 夫婦 は 奈何  どん  な 迷惑 を 蒙  か うむ  る かも 知れ ない 、 ひよ つ と し たら 彼 村  あの むら  に は 居 られ なく なる —— 奈何  どう  し た もの だら う 。 斯 う 言 出し た 。  其時 は また 其時 さ 。  と 銀之助 は 考へ て 、  万事 大日向 さん に 頼ん で 見 給 へ 。 もし 叔父さん が 根津 に 居 られ ない や うだつ たら 、 下高井 の 方 へ で も 引越し て 行く さ 。 もう 斯 う な つ た 以上 は 、 心配 し た つて 仕方 が 無い —— なあに 、 君 、 どうにか 方法 は 着く よ 。
touson,見 たま へ 、 まあ 、 斯 の 六 左衛門 の 家  うち  を 。  と 蓮 太郎 は 振 返 つ て 、  何処  どこ  から 何処 まで 主人公 の 性質 を 好く 表し てる ぢ や 無い か 。 つい 二 三 日 前 、 是 の 家 に 婚礼 が 有 つた といふ 話 だ が 、 君 は 其様  そん  な 噂  う はさ  を 聞か なかつ た か ね 。
touson,実に 、 人 の 一生 は さま ／″＼ です なあ 。  と 銀之助 は お 志保 の 境涯  き やう がい  を 思ひ やつ て 、 可 傷  い た ま  し い やう な 気 に 成 つ た 。  温い 家庭 の 内 に 育つ て 、 それほど 生活 の 方 の 苦痛  くるしみ  も 知ら ず に 済  す  む 人 も あれ ば 、 又 、 貴方 の やう に 、 若い 時 から 艱難  かんな ん  し て 、 其 ｜ 風波  なみ かぜ  に 搓  も  まれ て 居る なか で 、 自然 と 性質 を 鍛  きた  へる 人 も ある 。 まあ 、 貴方 なぞ は 、 苦 ん で 、 闘 つて 、 それで 女 に なる やう に 生れ て 来 た ん です なあ 。 左様  さ う  いふ 人 は 左様 いふ 人 で 、 他  ひと  の 知ら ない 悲しい 日 も 有る か はり に 、 また 他 の 知ら ない 楽しい 日 も 有る だら う と 思ふ ん です 。
touson,斯  か  う いふ 話 を し て 居る ところ へ 、 小使 が やつ て 来 た 。 銀之助 は 丑松 の 方 に ばかり 気 を 取ら れ て 、 小使 の 言 ふこ と も 耳 へ 入ら ない 。 それ と 見 た 体操 の 教師 は 軽く 銀之助 の 肩 を 叩い て 、
touson,いや 、 戯言  じ よう だ ん  ぢ や ない 。  と 銀之助 は 丑松 の 顔 を 熟視  みまも  つた 。  実際 、 君 の 顔色 は 好く ない —— 診  み  て 貰 つて は 奈何  どう  か ね 。
touson,と 銀之助 は 高く 呼ん だ 。 丑松 の 組 は 第 二 の 敗 を 取 つたの で ある 。  弐  ツウ  、 零  ゼロ  。  と 見物 の 生徒 は 聞えよがし に 繰返し た 。
touson,見 給 へ 、 彼  あ  の 容貌  よ うばう  を 。 皮膚 と いひ 、 骨格 と いひ 、 別に 其様 な 賤民 らしい ところ が 有る と も 思は れ ない ぢ や ない か 。
touson,今 ？  と 銀之助 は お 志保 の 顔 を 眺  な が  め た 。  それから 何  ど つ ち  の 方 へ 行き まし たら う 、 御存じ は 有 ます まい かしら 。
touson,見 た ところ 丑松 は 純粋 な 北部 の 信州 人 —— 佐久 小 県  さ くち ひさが た  あたり の 岩石 の 間 に 成長 し た 壮年  わか もの  の 一 人 と は 誰 の 目 に も 受取 れる 。 正教 員 といふ 格 に つけ られ て 、 学力 優等 の 卒業生 として 、 長野 の 師範 校 を 出 た の は 丁度 二 十 二 の 年齢  と し  の 春 。 社会  よ の なか  へ 突出 さ れる 、 直に 丑松 は この 飯山 へ 来 た 。 それから 足 掛 三 年 目 の 今日 、 丑松 はた ゞ 熱心 な 青年 教師 として 、 飯山 の 町 の 人 に 知ら れ て 居る のみ で 、 実際 穢 多 で ある 、 新 平民 で ある といふ こと は 、 誰 一 人 として 知る もの が 無 かつ た の で ある 。
touson,のみ なら ず 、 丑松 や 銀之助 は 彼 の 文平 の やう に 自分 の 意 を 迎 へ ない 。 教員 会 の ある 度 に 、 意見 が 克  よ  く 衝突 する 。 何 か に つけ て 邪魔 に 成る 。 彼 様  あん  な 喙  くちばし  の 黄色い 手合 が 、 校長 の 自分 より も 生徒 に 慕 はれ て 居る と あ つて は 、 第 一 それ が 小癪 に 触る 。 何 も 悪意 あ つて 排斥 する で は 無い が 、 学校 の 統一 といふ 上 から 言 ふと 、 是  これ  も 亦  ま  た 止む を 得ん —— 斯 う 校長 は 身 の 衛  ま も  り かた を 考へ た ので 。
touson,彼 男  あの を とこ  も 彼 男 なら 、 六 左衛門 も 六 左衛門 だ 。 そんな ところ へ 娘 を 呉れ た ところ で 何 が 面白から う 。 是  これ  から 東京 へ で も 出掛け た 時 に 、 自分 の 聟 は 政事 家 だ と 言 つて 、 吹聴 する 積り な ん だら う が 、 あまり 寝 覚 の 好い 話 で も 無から う 。 虚栄 心 に も 程 が 有る さ 。 ち つ た あ 娘 の こと も 考へ さうな もの だ が なあ 。
touson,父 の 呼ぶ 声 が 復  ま  た 聞え た 。 急 に 丑松 は 立 留 つて 、 星明り に 周囲  そこ い ら  を 透  すか  し て 視  み  た が 、 別に 人 の 影 らしい もの が 目 に 入る で も 無 かつ た 。 すべて は 皆 な 無言 で ある 。 犬 一つ 啼い て 通ら ない 斯 の 寒い 夜 に 、 何 が 音 を 出し て 丑松 の 耳 を 欺か う 。
touson,諸君 は 何 か 用 が 有る ん です か 。
touson,いや 、 復  ま  た 来る 。
touson,いや 、 御 親切 は 誠に 難 有 い です が 、 其様  そんな  に し て 頂く 覚 は 無い の です から 。
touson,恐れ入り まし た なあ 。
touson,其 調子 が いかにも 可 笑  を か  しか つ た 。 盛ん な 笑声 が 復  ま  た 聞い て 居る 教師 の 間 に 起つ た 。 銀之助 も 一緒 に 成 つて 笑 つた 。 其時 、 憤慨 の 情 は 丑松 が 全身 の 血潮 に 交 つて 、 一時 に 頭脳  あ たま  の 方 へ 衝き か ゝ る か の やう 。 蒼  あ を  ざめて 居 た 頬 は 遽然  に は かに  熱し て 来 て 、 ※［＃ 目 ＋ 匡  、 第 3 水準 1 - 88 - 81 ］  ま ぶち  も 耳 も 紅  あか  く 成 つた 。
touson,さ う ／ ＼ 。  と 丑松 も 思出 し た やう に 、  たしか 僕 等 の 来る 前 の 年 に 卒業 し て 出 た 人 です 。 土屋 君 、 左様  さ う  だ つ た ねえ 。
touson,妙 な と は ？
touson,容貌 ほど 人 を 欺 す もの は 有 ませ ん さ 。 そん なら 、 奈何 で せ う 、 彼  あ  の 性質 は 。
touson,校長 先生 、 左様  さ う  仰 つ て 下す つて は 、 使 に 来 た 私 共 が 困り ます 。
touson,斯 う 考へ て 、 部屋 の 内 を 歩い て 居る と 、 唐紙 の 開く 音 が し た 。 其時 奥様 が 入 つて 来 た 。
touson,蓮 太郎 は 苦しい 様子 も 見せ なかつ た 。 この 石塊  いしこ ろ  の 多い 歩き 難い 道 を 彼 様  あゝ  し て 徒歩  ひろ  つて も 可  い ゝ  の かしら ん 、 と 丑松 は それ を 案じ つ ゞ け て 、 時々 蓮 太郎 を 待合せ て は 、 一緒 に 遅く 歩く やう に 為 た が 、 まあ 素人目  しろうと め  で 眺め た ところ で は 格別 ｜ 気息  いき  の 切れる で も 無い らしい 。 漸  やう や  く 安心 し て 、 軈  や が  て 話し ／ ＼ 行く 連 の 二 人 の 後姿 は 、 と 見る と 其時 は 凡  お よ  そ 一 町 程 も 離れ たら う 。 急 に 日 が あ たつ て 、 湿  しめ  つた 道路 も 輝き 初め た 。 温和  や はら か  に 快 暢  こ ゝ ろ よ  い 朝 の 光 は 小 県  ち ひさが た  の 野 に 満ち 溢  あふ  れ て 来 た 。
touson,直に 、 これから 尋ね て 行 つて 見よ う かしら 。  と は 続い て 起つ て 来 た 思想  かん が へ  で あつ た 。 人目 を 憚  は ゞ か  る と いふ こと さ へ なく ば 、 無論 尋ね て 行き たかつ た の で ある 。 鳥 の やう に 飛ん で 行き たかつ た の で ある 。  まあ 、 待て 。  と 丑松 は 自分 で 自分 を 制止  おし と ゞ  め た 。 彼 の 先輩 と 自分 と の 間 に は 何 か 深い 特別 の 関係 で も 有る やう に 見 られ たら 、 奈何 しよ う 。 書い た もの を 愛読 し て さ へ 、 既に 怪しい と 思は れ て 居る で は ない か 。 まして 、 うつ かり 尋ね て 行 つ たり なんか し て —— もしや —— あゝ 、 待て 、 待て 、 日 の 暮れる 迄 待て 。 暗く な つて から 、 人知れず 宿屋 へ 逢 ひ に 行か う 。 斯 う 用心深く 考へ た 。
touson,隠せ 。
touson,帽子 を 執  と  つて 帰 つて 行く 人々 の 後 に 随 い て 、 校長 は そこ 迄 見送 つて 出 た 。 軈  や が  て 玄関 で 挨拶 し て 別れる 時 、 互に 斯 う いふ 言葉 を 取 替  とり か は  し た 。
touson,復  ま  た 室 の 内 は 寂  しん  として 暫時  しばらく  声 が なく な つ た 。 首 を 垂れ 乍 ら 少 許  すこし  慄  ふる  へ て 居る 敬之 進 を 見る と 、 丑松 は 哀憐  あはれ み  の 心 を 起さ ず に 居 られ なかつ た 。 郡 視学 は 最早  もう  堪  こら  へ かねる といふ 風 で 、
touson,と 準 教員 は 手 を 拍  う  つて 笑 つた 。 聞い て 居る 教員 ｜ 等  たち  も 一緒 に なつ て 笑 はず に は 居 られ なかつ た の で ある 。
touson,何時の間にか 丑松 は 千曲川  ちく ま が は  の 畔  ほとり  へ 出 て 来 た 。 そこ は  下  しも  の 渡し  と 言 つて 、 水 に 添 ふ 一帯 の 河原 を 下 瞰  み おろ  す やう な 位置 に ある 。 渡し と は 言 ひ 乍 ら 、 船橋 で 、 下高井 の 地方 へ と 交通 する ところ 。 一筋 暗い 色 に 見える 雪 の 中 の 道 に は 旅人 の 群 が 往 つ たり 来 たり し て 居 た 。 荷 を 積 けた 橇  そり  も 曳か れ て 通る 。 遠く つ ゞ く 河原  か は ら  は 一 面 の 白い 大海 を 見る やう で 、 蘆荻  ろ て き  も 、 楊柳 も 、 すべて 深く 隠れ て 了  しま  つた 。 高社 、 風原 、 中の沢 、 其他 越後 境 へ 連 る 多く の 山々 は 言 ふも 更 なり 、 対岸 に ある 村落 と 杜  もり  の 梢  こずゑ  と すら 雪 に 埋没  う づも  れ て 、 幽  かすか  に 鶏 の 鳴き か は す 声 が 聞える 。 千曲川 は 寂しく 其間 を 流れる ので あつ た 。
touson,先  ま  づ 好 かつ た 。  と 叔父 は 屠牛 場 の 門 を 出 た 時 、 丑松 の 肩 を 叩  た ゝ  い て 言 つ た 。  先 づまあ 、 是  これ  で 御 関所 は 通り越し た 。
touson,むゝ 、 左様  さ う  かい 、 彼 人 かい 。  と 叔父 は 周囲  あたり  を 眺め 廻し て 、 やがて 一寸 親指 を 出し て 見せ て 、  彼 人 は 是  これ  だ つて 言 ふ ぢ や ねえ か —— 気 を 注  つ  けろ よ 。
touson,君 は —— お 使 か ね 。
touson,斯 う 言 つて 、 名残 を 惜 む 生徒 に も 同じ 意味 の 言葉 を 繰返し て 、 やがて 丑松 は 橇 に 乗ら う と し た 。
touson,瀬川 君 。  と 銀之助 は 手提 洋 燈 を さしつけ て 、 顔色 を 変 へ た 丑松 の 様子 を 不思議 さ うに 眺め 乍 ら 、  どう し たい —— 君 は 。
touson,馬鹿 言 ひ たま へ 。
touson,あの 、 勝野 先生 も 来 て 居 な さり やす よ 。
touson,先生 、 そこ まで 御供 し やせ う 。  と また 一 人 の 生徒 は 橇 の 後 押棒 に 掴  つかま  つた 。
touson,だ つて 、 それ が 普通 です もの 。
touson,と 丑松 は 笑 ひ 紛  まぎら は  し て 了 つた 。 銀之助 も 一緒 に なつ て 笑 つた 。 奥様 と お 志保 は 二 人 の 顔 を 見比べ て 、 熱心 に 聞き惚れ て 居 た の で ある 。
touson,東 の 廊下 の 突当り 、 二 階 へ 通 ふ やう に なつ て 居る 階段 の ところ は 、 あまり 生徒 も やつ て 来 なかつ た 。 丑松 が 男女 の 少年 の 監督 に 忙  せ は  しい 間 に 、 校長 と 文平 の 二 人 は 斯  こ  の 静か な 廊下 で 話し た —— 並ん で 灰色 の 壁 に 倚凭  より か ゝ  り 乍  な が  ら 話し た 。
touson,貴様 は 親 を 捨てる 気 か 。
touson,丁度 、 そこ へ 通り か ゝ つたの は 、 学校 へ 出勤 しよ う と する 準 教員 で あつ た 。 それ と 見 た 青年 は 駈 寄 つて 、 大雪 の 挨拶 。 何時の間にか 二 人 は 丑松 の 噂 を 始め た の で ある 。
touson,それから 、 あの 何 は 。 住職 は 。  と また 銀之助 が 聞い た 。
touson,どうも 済  す  み ませ ん 。 各自  めい ／ ＼  勝手 に やる こと に しよ う ぢ や 有 ませ ん か 。 まあ 、 斯  か  うし て 膳 に 向 つて 見る と 、 あの 師範 校 の 食堂 を 思 出さ ず に は 居 られ ない ねえ 。
