x y
0.81 -1.59
0.84 -1.59
0.87 -1.59
0.9 -1.59
0.93 -1.59
0.96 -1.59
0.99 -1.59
1.02 -1.59
1.05 -1.59
1.08 -1.59
1.11 -1.59
1.14 -1.59
1.17 -1.59
1.2 -1.59
1.23 -1.59
1.26 -1.59
1.29 -1.59
1.32 -1.59
1.35 -1.59
1.38 -1.59
1.41 -1.59
1.44 -1.59
1.47 -1.59
1.5 -1.59
1.53 -1.59
1.56 -1.59
1.59 -1.59
1.62 -1.59
1.65 -1.59
1.68 -1.59
1.71 -1.59
1.74 -1.59
1.77 -1.59
1.8 -1.59
1.83 -1.59
1.86 -1.59
1.89 -1.59
1.92 -1.59
1.95 -1.59
1.98 -1.59
2.01 -1.59
2.04 -1.59
2.07 -1.59
2.1 -1.59
2.13 -1.59
2.16 -1.59
2.19 -1.59
2.22 -1.59
2.25 -1.59
2.28 -1.59
2.31 -1.59
2.34 -1.59
2.37 -1.59
2.4 -1.59
2.43 -1.59
2.46 -1.59
2.49 -1.59
2.52 -1.59
2.55 -1.59
2.58 -1.59
2.61 -1.59
2.64 -1.59
2.67 -1.59
2.7 -1.59
2.73 -1.59
2.76 -1.59
2.79 -1.59
2.82 -1.59
2.85 -1.59
2.88 -1.59
2.91 -1.59
2.94 -1.59
2.97 -1.59
3 -1.59
-3 -1.56
-2.97 -1.56
-2.94 -1.56
-2.91 -1.56
-2.88 -1.56
-2.85 -1.56
-2.82 -1.56
-2.79 -1.56
-2.76 -1.56
-2.73 -1.56
-2.7 -1.56
-2.67 -1.56
-2.64 -1.56
-2.61 -1.56
-2.58 -1.56
-2.55 -1.56
-2.52 -1.56
-2.49 -1.56
-2.46 -1.56
-2.43 -1.56
-2.4 -1.56
-2.37 -1.56
-2.34 -1.56
-2.31 -1.56
-2.28 -1.56
-2.25 -1.56
-2.22 -1.56
-2.19 -1.56
-2.16 -1.56
-2.13 -1.56
-2.1 -1.56
-2.07 -1.56
-2.04 -1.56
-2.01 -1.56
-1.98 -1.56
-1.95 -1.56
-1.92 -1.56
-1.89 -1.56
-1.86 -1.56
-1.83 -1.56
-1.8 -1.56
-1.77 -1.56
-1.74 -1.56
-1.71 -1.56
-1.68 -1.56
-1.65 -1.56
-1.62 -1.56
-1.59 -1.56
-1.56 -1.56
-1.53 -1.56
-1.5 -1.56
-1.47 -1.56
-1.44 -1.56
-1.41 -1.56
-1.38 -1.56
-1.35 -1.56
-1.32 -1.56
-1.29 -1.56
-1.26 -1.56
-1.23 -1.56
-1.2 -1.56
-1.17 -1.56
-1.14 -1.56
-1.11 -1.56
-1.08 -1.56
-1.05 -1.56
-1.02 -1.56
-0.99 -1.56
-0.96 -1.56
-0.93 -1.56
-0.9 -1.56
-0.87 -1.56
-0.84 -1.56
-0.81 -1.56
-0.78 -1.56
-0.75 -1.56
-0.72 -1.56
-0.69 -1.56
-0.66 -1.56
-0.63 -1.56
-0.6 -1.56
-0.57 -1.56
-0.54 -1.56
-0.51 -1.56
-0.48 -1.56
-0.45 -1.56
-0.42 -1.56
-0.39 -1.56
-0.36 -1.56
-0.33 -1.56
-0.3 -1.56
-0.27 -1.56
-0.24 -1.56
-0.21 -1.56
-0.18 -1.56
-0.15 -1.56
-0.12 -1.56
-0.0900000000000003 -1.56
-0.0600000000000001 -1.56
-0.0300000000000002 -1.56
0 -1.56
0.0299999999999998 -1.56
0.0600000000000001 -1.56
0.0899999999999999 -1.56
0.12 -1.56
0.15 -1.56
0.18 -1.56
0.21 -1.56
0.24 -1.56
0.27 -1.56
0.3 -1.56
0.33 -1.56
0.36 -1.56
0.39 -1.56
0.42 -1.56
0.45 -1.56
0.48 -1.56
0.51 -1.56
0.54 -1.56
0.57 -1.56
0.6 -1.56
0.63 -1.56
0.66 -1.56
0.69 -1.56
0.72 -1.56
0.75 -1.56
0.78 -1.56
0.81 -1.56
0.84 -1.56
0.87 -1.56
0.9 -1.56
0.93 -1.56
0.96 -1.56
0.99 -1.56
1.02 -1.56
1.05 -1.56
1.08 -1.56
1.11 -1.56
1.14 -1.56
1.17 -1.56
1.2 -1.56
1.23 -1.56
1.26 -1.56
1.29 -1.56
1.32 -1.56
1.35 -1.56
1.38 -1.56
1.41 -1.56
1.44 -1.56
1.47 -1.56
1.5 -1.56
1.53 -1.56
1.56 -1.56
1.59 -1.56
1.62 -1.56
1.65 -1.56
1.68 -1.56
1.71 -1.56
1.74 -1.56
1.77 -1.56
1.8 -1.56
1.83 -1.56
1.86 -1.56
1.89 -1.56
1.92 -1.56
1.95 -1.56
1.98 -1.56
2.01 -1.56
2.04 -1.56
2.07 -1.56
2.1 -1.56
2.13 -1.56
2.16 -1.56
2.19 -1.56
2.22 -1.56
2.25 -1.56
2.28 -1.56
2.31 -1.56
2.34 -1.56
2.37 -1.56
2.4 -1.56
2.43 -1.56
2.46 -1.56
2.49 -1.56
2.52 -1.56
2.55 -1.56
2.58 -1.56
2.61 -1.56
2.64 -1.56
2.67 -1.56
2.7 -1.56
2.73 -1.56
2.76 -1.56
2.79 -1.56
2.82 -1.56
2.85 -1.56
2.88 -1.56
2.91 -1.56
2.94 -1.56
2.97 -1.56
3 -1.56
-3 -1.53
-2.97 -1.53
-2.94 -1.53
-2.91 -1.53
-2.88 -1.53
-2.85 -1.53
-2.82 -1.53
-2.79 -1.53
-2.76 -1.53
-2.73 -1.53
-2.7 -1.53
-2.67 -1.53
-2.64 -1.53
-2.61 -1.53
-2.58 -1.53
-2.55 -1.53
-2.52 -1.53
-2.49 -1.53
-2.46 -1.53
-2.43 -1.53
-2.4 -1.53
-2.37 -1.53
-2.34 -1.53
-2.31 -1.53
-2.28 -1.53
-2.25 -1.53
-2.22 -1.53
-2.19 -1.53
-2.16 -1.53
-2.13 -1.53
-2.1 -1.53
-2.07 -1.53
-2.04 -1.53
-2.01 -1.53
-1.98 -1.53
-1.95 -1.53
-1.92 -1.53
-1.89 -1.53
-1.86 -1.53
-1.83 -1.53
-1.8 -1.53
-1.77 -1.53
-1.74 -1.53
-1.71 -1.53
-1.68 -1.53
-1.65 -1.53
-1.62 -1.53
-1.59 -1.53
-1.56 -1.53
-1.53 -1.53
-1.5 -1.53
-1.47 -1.53
-1.44 -1.53
-1.41 -1.53
-1.38 -1.53
-1.35 -1.53
-1.32 -1.53
-1.29 -1.53
-1.26 -1.53
-1.23 -1.53
-1.2 -1.53
-1.17 -1.53
-1.14 -1.53
-1.11 -1.53
-1.08 -1.53
-1.05 -1.53
-1.02 -1.53
-0.99 -1.53
-0.96 -1.53
-0.93 -1.53
-0.9 -1.53
-0.87 -1.53
-0.84 -1.53
-0.81 -1.53
-0.78 -1.53
-0.75 -1.53
-0.72 -1.53
-0.69 -1.53
-0.66 -1.53
-0.63 -1.53
-0.6 -1.53
-0.57 -1.53
-0.54 -1.53
-0.51 -1.53
-0.48 -1.53
-0.45 -1.53
-0.42 -1.53
-0.39 -1.53
-0.36 -1.53
-0.33 -1.53
-0.3 -1.53
-0.27 -1.53
-0.24 -1.53
-0.21 -1.53
-0.18 -1.53
-0.15 -1.53
-0.12 -1.53
-0.0900000000000003 -1.53
-0.0600000000000001 -1.53
-0.0300000000000002 -1.53
0 -1.53
0.0299999999999998 -1.53
0.0600000000000001 -1.53
0.0899999999999999 -1.53
0.12 -1.53
0.15 -1.53
0.18 -1.53
0.21 -1.53
0.24 -1.53
0.27 -1.53
0.3 -1.53
0.33 -1.53
0.36 -1.53
0.39 -1.53
0.42 -1.53
0.45 -1.53
0.48 -1.53
0.51 -1.53
0.54 -1.53
0.57 -1.53
0.6 -1.53
0.63 -1.53
0.66 -1.53
0.69 -1.53
0.72 -1.53
0.75 -1.53
0.78 -1.53
0.81 -1.53
0.84 -1.53
0.87 -1.53
0.9 -1.53
0.93 -1.53
0.96 -1.53
0.99 -1.53
1.02 -1.53
1.05 -1.53
1.08 -1.53
1.11 -1.53
1.14 -1.53
1.17 -1.53
1.2 -1.53
1.23 -1.53
1.26 -1.53
1.29 -1.53
1.32 -1.53
1.35 -1.53
1.38 -1.53
1.41 -1.53
1.44 -1.53
1.47 -1.53
1.5 -1.53
1.53 -1.53
1.56 -1.53
1.59 -1.53
1.62 -1.53
1.65 -1.53
1.68 -1.53
1.71 -1.53
1.74 -1.53
1.77 -1.53
1.8 -1.53
1.83 -1.53
1.86 -1.53
1.89 -1.53
1.92 -1.53
1.95 -1.53
1.98 -1.53
2.01 -1.53
2.04 -1.53
2.07 -1.53
2.1 -1.53
2.13 -1.53
2.16 -1.53
2.19 -1.53
2.22 -1.53
2.25 -1.53
2.28 -1.53
2.31 -1.53
2.34 -1.53
2.37 -1.53
2.4 -1.53
2.43 -1.53
2.46 -1.53
2.49 -1.53
2.52 -1.53
2.55 -1.53
2.58 -1.53
2.61 -1.53
2.64 -1.53
2.67 -1.53
2.7 -1.53
2.73 -1.53
2.76 -1.53
2.79 -1.53
2.82 -1.53
2.85 -1.53
2.88 -1.53
2.91 -1.53
2.94 -1.53
2.97 -1.53
3 -1.53
-3 -1.5
-2.97 -1.5
-2.94 -1.5
-2.91 -1.5
-2.88 -1.5
-2.85 -1.5
-2.82 -1.5
-2.79 -1.5
-2.76 -1.5
-2.73 -1.5
-2.7 -1.5
-2.67 -1.5
-2.64 -1.5
-2.61 -1.5
-2.58 -1.5
-2.55 -1.5
-2.52 -1.5
-2.49 -1.5
-2.46 -1.5
-2.43 -1.5
-2.4 -1.5
-2.37 -1.5
-2.34 -1.5
-2.31 -1.5
-2.28 -1.5
-2.25 -1.5
-2.22 -1.5
-2.19 -1.5
-2.16 -1.5
-2.13 -1.5
-2.1 -1.5
-2.07 -1.5
-2.04 -1.5
-2.01 -1.5
-1.98 -1.5
-1.95 -1.5
-1.92 -1.5
-1.89 -1.5
-1.86 -1.5
-1.83 -1.5
-1.8 -1.5
-1.77 -1.5
-1.74 -1.5
-1.71 -1.5
-1.68 -1.5
-1.65 -1.5
-1.62 -1.5
-1.59 -1.5
-1.56 -1.5
-1.53 -1.5
-1.5 -1.5
-1.47 -1.5
-1.44 -1.5
-1.41 -1.5
-1.38 -1.5
-1.35 -1.5
-1.32 -1.5
-1.29 -1.5
-1.26 -1.5
-1.23 -1.5
-1.2 -1.5
-1.17 -1.5
-1.14 -1.5
-1.11 -1.5
-1.08 -1.5
-1.05 -1.5
-1.02 -1.5
-0.99 -1.5
-0.96 -1.5
-0.93 -1.5
-0.9 -1.5
-0.87 -1.5
-0.84 -1.5
-0.81 -1.5
-0.78 -1.5
-0.75 -1.5
-0.72 -1.5
-0.69 -1.5
-0.66 -1.5
-0.63 -1.5
-0.6 -1.5
-0.57 -1.5
-0.54 -1.5
-0.51 -1.5
-0.48 -1.5
-0.45 -1.5
-0.42 -1.5
-0.39 -1.5
-0.36 -1.5
-0.33 -1.5
-0.3 -1.5
-0.27 -1.5
-0.24 -1.5
-0.21 -1.5
-0.18 -1.5
-0.15 -1.5
-0.12 -1.5
-0.0900000000000003 -1.5
-0.0600000000000001 -1.5
-0.0300000000000002 -1.5
0 -1.5
0.0299999999999998 -1.5
0.0600000000000001 -1.5
0.0899999999999999 -1.5
0.12 -1.5
0.15 -1.5
0.18 -1.5
0.21 -1.5
0.24 -1.5
0.27 -1.5
0.3 -1.5
0.33 -1.5
0.36 -1.5
0.39 -1.5
0.42 -1.5
0.45 -1.5
0.48 -1.5
0.51 -1.5
0.54 -1.5
0.57 -1.5
0.6 -1.5
0.63 -1.5
0.66 -1.5
0.69 -1.5
0.72 -1.5
0.75 -1.5
0.78 -1.5
0.81 -1.5
0.84 -1.5
0.87 -1.5
0.9 -1.5
0.93 -1.5
0.96 -1.5
0.99 -1.5
1.02 -1.5
1.05 -1.5
1.08 -1.5
1.11 -1.5
1.14 -1.5
1.17 -1.5
1.2 -1.5
1.23 -1.5
1.26 -1.5
1.29 -1.5
1.32 -1.5
1.35 -1.5
1.38 -1.5
1.41 -1.5
1.44 -1.5
1.47 -1.5
1.5 -1.5
1.53 -1.5
1.56 -1.5
1.59 -1.5
1.62 -1.5
1.65 -1.5
1.68 -1.5
1.71 -1.5
1.74 -1.5
1.77 -1.5
1.8 -1.5
1.83 -1.5
1.86 -1.5
1.89 -1.5
1.92 -1.5
1.95 -1.5
1.98 -1.5
2.01 -1.5
2.04 -1.5
2.07 -1.5
2.1 -1.5
2.13 -1.5
2.16 -1.5
2.19 -1.5
2.22 -1.5
2.25 -1.5
2.28 -1.5
2.31 -1.5
2.34 -1.5
2.37 -1.5
2.4 -1.5
2.43 -1.5
2.46 -1.5
2.49 -1.5
2.52 -1.5
2.55 -1.5
2.58 -1.5
2.61 -1.5
2.64 -1.5
2.67 -1.5
2.7 -1.5
2.73 -1.5
2.76 -1.5
2.79 -1.5
2.82 -1.5
2.85 -1.5
2.88 -1.5
2.91 -1.5
2.94 -1.5
2.97 -1.5
3 -1.5
-3 -1.47
-2.97 -1.47
-2.94 -1.47
-2.91 -1.47
-2.88 -1.47
-2.85 -1.47
-2.82 -1.47
-2.79 -1.47
-2.76 -1.47
-2.73 -1.47
-2.7 -1.47
-2.67 -1.47
-2.64 -1.47
-2.61 -1.47
-2.58 -1.47
-2.55 -1.47
-2.52 -1.47
-2.49 -1.47
-2.46 -1.47
-2.43 -1.47
-2.4 -1.47
-2.37 -1.47
-2.34 -1.47
-2.31 -1.47
-2.28 -1.47
-2.25 -1.47
-2.22 -1.47
-2.19 -1.47
-2.16 -1.47
-2.13 -1.47
-2.1 -1.47
-2.07 -1.47
-2.04 -1.47
-2.01 -1.47
-1.98 -1.47
-1.95 -1.47
-1.92 -1.47
-1.89 -1.47
-1.86 -1.47
-1.83 -1.47
-1.8 -1.47
-1.77 -1.47
-1.74 -1.47
-1.71 -1.47
-1.68 -1.47
-1.65 -1.47
-1.62 -1.47
-1.59 -1.47
-1.56 -1.47
-1.53 -1.47
-1.5 -1.47
-1.47 -1.47
-1.44 -1.47
-1.41 -1.47
-1.38 -1.47
-1.35 -1.47
-1.32 -1.47
-1.29 -1.47
-1.26 -1.47
-1.23 -1.47
-1.2 -1.47
-1.17 -1.47
-1.14 -1.47
-1.11 -1.47
-1.08 -1.47
-1.05 -1.47
-1.02 -1.47
-0.99 -1.47
-0.96 -1.47
-0.93 -1.47
-0.9 -1.47
-0.87 -1.47
-0.84 -1.47
-0.81 -1.47
-0.78 -1.47
-0.75 -1.47
-0.72 -1.47
-0.69 -1.47
-0.66 -1.47
-0.63 -1.47
-0.6 -1.47
-0.57 -1.47
-0.54 -1.47
-0.51 -1.47
-0.48 -1.47
-0.45 -1.47
-0.42 -1.47
-0.39 -1.47
-0.36 -1.47
-0.33 -1.47
-0.3 -1.47
-0.27 -1.47
-0.24 -1.47
-0.21 -1.47
-0.18 -1.47
-0.15 -1.47
-0.12 -1.47
-0.0900000000000003 -1.47
-0.0600000000000001 -1.47
-0.0300000000000002 -1.47
0 -1.47
0.0299999999999998 -1.47
0.0600000000000001 -1.47
0.0899999999999999 -1.47
0.12 -1.47
0.15 -1.47
0.18 -1.47
0.21 -1.47
0.24 -1.47
0.27 -1.47
0.3 -1.47
0.33 -1.47
0.36 -1.47
0.39 -1.47
0.42 -1.47
0.45 -1.47
0.48 -1.47
0.51 -1.47
0.54 -1.47
0.57 -1.47
0.6 -1.47
0.63 -1.47
0.66 -1.47
0.69 -1.47
0.72 -1.47
0.75 -1.47
0.78 -1.47
0.81 -1.47
0.84 -1.47
0.87 -1.47
0.9 -1.47
0.93 -1.47
0.96 -1.47
0.99 -1.47
1.02 -1.47
1.05 -1.47
1.08 -1.47
1.11 -1.47
1.14 -1.47
1.17 -1.47
1.2 -1.47
1.23 -1.47
1.26 -1.47
1.29 -1.47
1.32 -1.47
1.35 -1.47
1.38 -1.47
1.41 -1.47
1.44 -1.47
1.47 -1.47
1.5 -1.47
1.53 -1.47
1.56 -1.47
1.59 -1.47
1.62 -1.47
1.65 -1.47
1.68 -1.47
1.71 -1.47
1.74 -1.47
1.77 -1.47
1.8 -1.47
1.83 -1.47
1.86 -1.47
1.89 -1.47
1.92 -1.47
1.95 -1.47
1.98 -1.47
2.01 -1.47
2.04 -1.47
2.07 -1.47
2.1 -1.47
2.13 -1.47
2.16 -1.47
2.19 -1.47
2.22 -1.47
2.25 -1.47
2.28 -1.47
2.31 -1.47
2.34 -1.47
2.37 -1.47
2.4 -1.47
2.43 -1.47
2.46 -1.47
2.49 -1.47
2.52 -1.47
2.55 -1.47
2.58 -1.47
2.61 -1.47
2.64 -1.47
2.67 -1.47
2.7 -1.47
2.73 -1.47
2.76 -1.47
2.79 -1.47
2.82 -1.47
2.85 -1.47
2.88 -1.47
2.91 -1.47
2.94 -1.47
2.97 -1.47
3 -1.47
-3 -1.44
-2.97 -1.44
-2.94 -1.44
-2.91 -1.44
-2.88 -1.44
-2.85 -1.44
-2.82 -1.44
-2.79 -1.44
-2.76 -1.44
-2.73 -1.44
-2.7 -1.44
-2.67 -1.44
-2.64 -1.44
-2.61 -1.44
-2.58 -1.44
-2.55 -1.44
-2.52 -1.44
-2.49 -1.44
-2.46 -1.44
-2.43 -1.44
-2.4 -1.44
-2.37 -1.44
-2.34 -1.44
-2.31 -1.44
-2.28 -1.44
-2.25 -1.44
-2.22 -1.44
-2.19 -1.44
-2.16 -1.44
-2.13 -1.44
-2.1 -1.44
-2.07 -1.44
-2.04 -1.44
-2.01 -1.44
-1.98 -1.44
-1.95 -1.44
-1.92 -1.44
-1.89 -1.44
-1.86 -1.44
-1.83 -1.44
-1.8 -1.44
-1.77 -1.44
-1.74 -1.44
-1.71 -1.44
-1.68 -1.44
-1.65 -1.44
-1.62 -1.44
-1.59 -1.44
-1.56 -1.44
-1.53 -1.44
-1.5 -1.44
-1.47 -1.44
-1.44 -1.44
-1.41 -1.44
-1.38 -1.44
-1.35 -1.44
-1.32 -1.44
-1.29 -1.44
-1.26 -1.44
-1.23 -1.44
-1.2 -1.44
-1.17 -1.44
-1.14 -1.44
-1.11 -1.44
-1.08 -1.44
-1.05 -1.44
-1.02 -1.44
-0.99 -1.44
-0.96 -1.44
-0.93 -1.44
-0.9 -1.44
-0.87 -1.44
-0.84 -1.44
-0.81 -1.44
-0.78 -1.44
-0.75 -1.44
-0.72 -1.44
-0.69 -1.44
-0.66 -1.44
-0.63 -1.44
-0.6 -1.44
-0.57 -1.44
-0.54 -1.44
-0.51 -1.44
-0.48 -1.44
-0.45 -1.44
-0.42 -1.44
-0.39 -1.44
-0.36 -1.44
-0.33 -1.44
-0.3 -1.44
-0.27 -1.44
-0.24 -1.44
-0.21 -1.44
-0.18 -1.44
-0.15 -1.44
-0.12 -1.44
-0.0900000000000003 -1.44
-0.0600000000000001 -1.44
-0.0300000000000002 -1.44
0 -1.44
0.0299999999999998 -1.44
0.0600000000000001 -1.44
0.0899999999999999 -1.44
0.12 -1.44
0.15 -1.44
0.18 -1.44
0.21 -1.44
0.24 -1.44
0.27 -1.44
0.3 -1.44
0.33 -1.44
0.36 -1.44
0.39 -1.44
0.42 -1.44
0.45 -1.44
0.48 -1.44
0.51 -1.44
0.54 -1.44
0.57 -1.44
0.6 -1.44
0.63 -1.44
0.66 -1.44
0.69 -1.44
0.72 -1.44
0.75 -1.44
0.78 -1.44
0.81 -1.44
0.84 -1.44
0.87 -1.44
0.9 -1.44
0.93 -1.44
0.96 -1.44
0.99 -1.44
1.02 -1.44
1.05 -1.44
1.08 -1.44
1.11 -1.44
1.14 -1.44
1.17 -1.44
1.2 -1.44
1.23 -1.44
1.26 -1.44
1.29 -1.44
1.32 -1.44
1.35 -1.44
1.38 -1.44
1.41 -1.44
1.44 -1.44
1.47 -1.44
1.5 -1.44
1.53 -1.44
1.56 -1.44
1.59 -1.44
1.62 -1.44
1.65 -1.44
1.68 -1.44
1.71 -1.44
1.74 -1.44
1.77 -1.44
1.8 -1.44
1.83 -1.44
1.86 -1.44
1.89 -1.44
1.92 -1.44
1.95 -1.44
1.98 -1.44
2.01 -1.44
2.04 -1.44
2.07 -1.44
2.1 -1.44
2.13 -1.44
2.16 -1.44
2.19 -1.44
2.22 -1.44
2.25 -1.44
2.28 -1.44
2.31 -1.44
2.34 -1.44
2.37 -1.44
2.4 -1.44
2.43 -1.44
2.46 -1.44
2.49 -1.44
2.52 -1.44
2.55 -1.44
2.58 -1.44
2.61 -1.44
2.64 -1.44
2.67 -1.44
2.7 -1.44
2.73 -1.44
2.76 -1.44
2.79 -1.44
2.82 -1.44
2.85 -1.44
2.88 -1.44
2.91 -1.44
2.94 -1.44
2.97 -1.44
3 -1.44
-3 -1.41
-2.97 -1.41
-2.94 -1.41
-2.91 -1.41
-2.88 -1.41
-2.85 -1.41
-2.82 -1.41
-2.79 -1.41
-2.76 -1.41
-2.73 -1.41
-2.7 -1.41
-2.67 -1.41
-2.64 -1.41
-2.61 -1.41
-2.58 -1.41
-2.55 -1.41
-2.52 -1.41
-2.49 -1.41
-2.46 -1.41
-2.43 -1.41
-2.4 -1.41
-2.37 -1.41
-2.34 -1.41
-2.31 -1.41
-2.28 -1.41
-2.25 -1.41
-2.22 -1.41
-2.19 -1.41
-2.16 -1.41
-2.13 -1.41
-2.1 -1.41
-2.07 -1.41
-2.04 -1.41
-2.01 -1.41
-1.98 -1.41
-1.95 -1.41
-1.92 -1.41
-1.89 -1.41
-1.86 -1.41
-1.83 -1.41
-1.8 -1.41
-1.77 -1.41
-1.74 -1.41
-1.71 -1.41
-1.68 -1.41
-1.65 -1.41
-1.62 -1.41
-1.59 -1.41
-1.56 -1.41
-1.53 -1.41
-1.5 -1.41
-1.47 -1.41
-1.44 -1.41
-1.41 -1.41
-1.38 -1.41
-1.35 -1.41
-1.32 -1.41
-1.29 -1.41
-1.26 -1.41
-1.23 -1.41
-1.2 -1.41
-1.17 -1.41
-1.14 -1.41
-1.11 -1.41
-1.08 -1.41
-1.05 -1.41
-1.02 -1.41
-0.99 -1.41
-0.96 -1.41
-0.93 -1.41
-0.9 -1.41
-0.87 -1.41
-0.84 -1.41
-0.81 -1.41
-0.78 -1.41
-0.75 -1.41
-0.72 -1.41
-0.69 -1.41
-0.66 -1.41
-0.63 -1.41
-0.6 -1.41
-0.57 -1.41
-0.54 -1.41
-0.51 -1.41
-0.48 -1.41
-0.45 -1.41
-0.42 -1.41
-0.39 -1.41
-0.36 -1.41
-0.33 -1.41
-0.3 -1.41
-0.27 -1.41
-0.24 -1.41
-0.21 -1.41
-0.18 -1.41
-0.15 -1.41
-0.12 -1.41
-0.0900000000000003 -1.41
-0.0600000000000001 -1.41
-0.0300000000000002 -1.41
0 -1.41
0.0299999999999998 -1.41
0.0600000000000001 -1.41
0.0899999999999999 -1.41
0.12 -1.41
0.15 -1.41
0.18 -1.41
0.21 -1.41
0.24 -1.41
0.27 -1.41
0.3 -1.41
0.33 -1.41
0.36 -1.41
0.39 -1.41
0.42 -1.41
0.45 -1.41
0.48 -1.41
0.51 -1.41
0.54 -1.41
0.57 -1.41
0.6 -1.41
0.63 -1.41
0.66 -1.41
0.69 -1.41
0.72 -1.41
0.75 -1.41
0.78 -1.41
0.81 -1.41
0.84 -1.41
0.87 -1.41
0.9 -1.41
0.93 -1.41
0.96 -1.41
0.99 -1.41
1.02 -1.41
1.05 -1.41
1.08 -1.41
1.11 -1.41
1.14 -1.41
1.17 -1.41
1.2 -1.41
1.23 -1.41
1.26 -1.41
1.29 -1.41
1.32 -1.41
1.35 -1.41
1.38 -1.41
1.41 -1.41
1.44 -1.41
1.47 -1.41
1.5 -1.41
1.53 -1.41
1.56 -1.41
1.59 -1.41
1.62 -1.41
1.65 -1.41
1.68 -1.41
1.71 -1.41
1.74 -1.41
1.77 -1.41
1.8 -1.41
1.83 -1.41
1.86 -1.41
1.89 -1.41
1.92 -1.41
1.95 -1.41
1.98 -1.41
2.01 -1.41
2.04 -1.41
2.07 -1.41
2.1 -1.41
2.13 -1.41
2.16 -1.41
2.19 -1.41
2.22 -1.41
2.25 -1.41
2.28 -1.41
2.31 -1.41
2.34 -1.41
2.37 -1.41
2.4 -1.41
2.43 -1.41
2.46 -1.41
2.49 -1.41
2.52 -1.41
2.55 -1.41
2.58 -1.41
2.61 -1.41
2.64 -1.41
2.67 -1.41
2.7 -1.41
2.73 -1.41
2.76 -1.41
2.79 -1.41
2.82 -1.41
2.85 -1.41
2.88 -1.41
2.91 -1.41
2.94 -1.41
2.97 -1.41
3 -1.41
-3 -1.38
-2.97 -1.38
-2.94 -1.38
-2.91 -1.38
-2.88 -1.38
-2.85 -1.38
-2.82 -1.38
-2.79 -1.38
-2.76 -1.38
-2.73 -1.38
-2.7 -1.38
-2.67 -1.38
-2.64 -1.38
-2.61 -1.38
-2.58 -1.38
-2.55 -1.38
-2.52 -1.38
-2.49 -1.38
-2.46 -1.38
-2.43 -1.38
-2.4 -1.38
-2.37 -1.38
-2.34 -1.38
-2.31 -1.38
-2.28 -1.38
-2.25 -1.38
-2.22 -1.38
-2.19 -1.38
-2.16 -1.38
-2.13 -1.38
-2.1 -1.38
-2.07 -1.38
-2.04 -1.38
-2.01 -1.38
-1.98 -1.38
-1.95 -1.38
-1.92 -1.38
-1.89 -1.38
-1.86 -1.38
-1.83 -1.38
-1.8 -1.38
-1.77 -1.38
-1.74 -1.38
-1.71 -1.38
-1.68 -1.38
-1.65 -1.38
-1.62 -1.38
-1.59 -1.38
-1.56 -1.38
-1.53 -1.38
-1.5 -1.38
-1.47 -1.38
-1.44 -1.38
-1.41 -1.38
-1.38 -1.38
-1.35 -1.38
-1.32 -1.38
-1.29 -1.38
-1.26 -1.38
-1.23 -1.38
-1.2 -1.38
-1.17 -1.38
-1.14 -1.38
-1.11 -1.38
-1.08 -1.38
-1.05 -1.38
-1.02 -1.38
-0.99 -1.38
-0.96 -1.38
-0.93 -1.38
-0.9 -1.38
-0.87 -1.38
-0.84 -1.38
-0.81 -1.38
-0.78 -1.38
-0.75 -1.38
-0.72 -1.38
-0.69 -1.38
-0.66 -1.38
-0.63 -1.38
-0.6 -1.38
-0.57 -1.38
-0.54 -1.38
-0.51 -1.38
-0.48 -1.38
-0.45 -1.38
-0.42 -1.38
-0.39 -1.38
-0.36 -1.38
-0.33 -1.38
-0.3 -1.38
-0.27 -1.38
-0.24 -1.38
-0.21 -1.38
-0.18 -1.38
-0.15 -1.38
-0.12 -1.38
-0.0900000000000003 -1.38
-0.0600000000000001 -1.38
-0.0300000000000002 -1.38
0 -1.38
0.0299999999999998 -1.38
0.0600000000000001 -1.38
0.0899999999999999 -1.38
0.12 -1.38
0.15 -1.38
0.18 -1.38
0.21 -1.38
0.24 -1.38
0.27 -1.38
0.3 -1.38
0.33 -1.38
0.36 -1.38
0.39 -1.38
0.42 -1.38
0.45 -1.38
0.48 -1.38
0.51 -1.38
0.54 -1.38
0.57 -1.38
0.6 -1.38
0.63 -1.38
0.66 -1.38
0.69 -1.38
0.72 -1.38
0.75 -1.38
0.78 -1.38
0.81 -1.38
0.84 -1.38
0.87 -1.38
0.9 -1.38
0.93 -1.38
0.96 -1.38
0.99 -1.38
1.02 -1.38
1.05 -1.38
1.08 -1.38
1.11 -1.38
1.14 -1.38
1.17 -1.38
1.2 -1.38
1.23 -1.38
1.26 -1.38
1.29 -1.38
1.32 -1.38
1.35 -1.38
1.38 -1.38
1.41 -1.38
1.44 -1.38
1.47 -1.38
1.5 -1.38
1.53 -1.38
1.56 -1.38
1.59 -1.38
1.62 -1.38
1.65 -1.38
1.68 -1.38
1.71 -1.38
1.74 -1.38
1.77 -1.38
1.8 -1.38
1.83 -1.38
1.86 -1.38
1.89 -1.38
1.92 -1.38
1.95 -1.38
1.98 -1.38
2.01 -1.38
2.04 -1.38
2.07 -1.38
2.1 -1.38
2.13 -1.38
2.16 -1.38
2.19 -1.38
2.22 -1.38
2.25 -1.38
2.28 -1.38
2.31 -1.38
