Date	ca	fr	ge	it	jp	uk	us
2004/6/2	818.781	1241.957	1098.694	394.239	2240.177	1025.887	1054.488
2004/6/3	815.477	1241.585	1102.587	393.25	2188.656	1027.91	1046.302
2004/6/4	822.026	1256.021	1114.858	396.153	2192.083	1029.866	1051.779
2004/6/7	833.628	1270.705	1136.186	402.049	2280.418	1037.768	1068.516
2004/6/8	834.24	1266.101	1132.515	401.523	2295.13	1040.384	1069.872
2004/6/9	819.37	1240.671	1110.005	395.24	2291.429	1033.2	1059.528
2004/6/10	819.376	1244.359	1116.459	397.573	2306.116	1033.584	1064.344
2004/6/11	819.761	1231.749	1106.678	394.456	2286.039	1025.847	1064.344
2004/6/14	809.8	1222.342	1096.092	394.334	2264.125	1014.41	1053.76
2004/6/15	815.758	1233.314	1105.786	398.804	2269.267	1020.621	1060.277
2004/6/16	819.505	1236.472	1104.219	398.043	2304.061	1032.45	1061.936
2004/6/17	827.616	1240.398	1102.164	400.211	2310.681	1036.411	1060.457
2004/6/18	831.743	1256.949	1114.57	403.96	2290.681	1042.157	1063.172
2004/6/21	831.866	1254.319	1109.013	399.386	2329.125	1036.854	1058.585
2004/6/22	841.867	1242.162	1092.716	396.93	2313.053	1024.313	1062.583
2004/6/23	845.509	1247.836	1096.903	398.429	2313.377	1027.569	1071.784
2004/6/24	852.864	1268.128	1120.928	402.883	2373.133	1031.843	1068.611
2004/6/25	845.039	1260.525	1119.109	402.128	2365.411	1029.996	1062.549
2004/6/28	845.268	1275.34	1139.152	405.708	2386.517	1039.879	1061.681
2004/6/29	847.401	1263.552	1132.254	402.185	2375.634	1026.947	1064.379
2004/6/30	853.821	1261.143	1132.473	401.425	2361.632	1019.738	1068.876
2004/7/1	859.268	1255.171	1126.557	398.995	2379.239	1012.633	1057.627
2004/7/2	856.106	1260.2	1129.759	403.657	2342.584	1016.318	1054.419
2004/7/5	855.484	1258.255	1126.282	403.083	2295.909	1015.264	1054.419
2004/7/6	854.593	1249.56	1112.425	401.475	2284.079	1014.345	1045.629
2004/7/7	858.336	1258.695	1116.635	404.146	2281.047	1018.926	1047.791
2004/7/8	855.155	1266.564	1120.787	406.952	2265.94	1025.19	1039.083
2004/7/9	858.96	1264.836	1116.761	407.835	2297.069	1025.348	1042.763
2004/7/12	854.288	1262.063	1109.049	405.688	2325.229	1023.443	1043.788
2004/7/13	852.8	1254.214	1103.944	403.372	2317.643	1019.14	1044.57
2004/7/14	858.512	1258.254	1108.534	403.626	2288.299	1022.163	1041.054
2004/7/15	849.729	1244.052	1092.576	400.217	2284.547	1013.215	1036.712
2004/7/16	852.772	1251.918	1099.177	402.514	2300.319	1024.556	1031.932
2004/7/19	862.453	1243.838	1087.809	400.359	2309.14	1019.593	1031.472
2004/7/20	860.108	1244.701	1091.444	399.68	2283.937	1014.231	1038.719
2004/7/21	856.597	1239.933	1089.058	396.189	2275.175	1012.722	1024.454
2004/7/22	858.372	1223.604	1071.969	392.834	2264.128	1002.867	1027.337
2004/7/23	851.93	1206.78	1057.235	387.927	2228.952	997.923	1017.123
2004/7/26	840.326	1198.138	1048.111	385.729	2221.737	992.851	1014.625
2004/7/27	832.722	1197.289	1057.393	386.442	2182.612	992.644	1024.482
2004/7/28	841.778	1199.053	1053.135	385.164	2195.884	998.335	1024.888
2004/7/29	855.094	1224.036	1077.906	390.59	2176.463	1009.105	1029.795
2004/7/30	853.719	1221.999	1076.833	391.627	2221.582	1008.788	1031.192
2004/8/2	851.477	1214.505	1067.973	390.158	2228.532	1013.818	1035.912
2004/8/3	861.415	1225.942	1073.419	392.307	2217.245	1015.133	1029.577
2004/8/4	854.719	1211.541	1058.173	388.765	2180.533	1010.042	1028.444
2004/8/5	841.875	1215.214	1059.953	386.57	2180.263	1009.916	1011.99
2004/8/6	839.92	1205.56	1050.11	386.816	2189.327	1004.533	996.4
2004/8/9	836.254	1194.341	1039.003	383.219	2168.431	996.407	997.56
2004/8/10	842.891	1212.472	1052.508	387.313	2166.629	1004.81	1010.448
2004/8/11	828.47	1192.135	1031.87	380.049	2192.406	989.46	1007.41
2004/8/12	821.281	1191.749	1028.136	380.003	2181.454	989.314	995.386
2004/8/13	836.692	1201.233	1035.47	383.044	2147.927	994.473	996.751
2004/8/16	847.068	1210.655	1048.97	386.343	2125.172	1004.258	1010.14
2004/8/17	844.854	1215.045	1050.153	385.775	2150.258	999.413	1012.782
2004/8/18	843.056	1213.973	1052.752	385.131	2168.723	996.074	1025.58
2004/8/19	859.212	1222.165	1057.333	387.499	2198.183	1003.022	1021.661
2004/8/20	862.796	1216.621	1051.532	385.233	2203.444	998.408	1028.8
2004/8/23	853.954	1222.472	1057.142	385.659	2207.622	1003.133	1026.123
2004/8/24	855.164	1215.285	1049.537	383.291	2213.619	993.588	1026.716
2004/8/25	862.414	1213.233	1052.622	383.871	2224.631	996.746	1034.823
2004/8/26	854.111	1224.507	1063.813	385.24	2240.295	1003.417	1035.077
2004/8/27	853.449	1225.742	1064.042	385.997	2255.72	1011.407	1037.817
2004/8/30	845.432	1222.949	1061.371	385.219	2247.142	1011.125	1029.644
2004/8/31	852.729	1219.931	1056.634	387.793	2237.367	1007.365	1034.652
2004/9/1	863.384	1227.105	1066.535	391.89	2251.489	1013.444	1036.6
2004/9/2	866.926	1231.605	1068.902	394.762	2257.101	1014.78	1047.936
2004/9/3	858.848	1231	1068.867	395.701	2211.854	1014.295	1043.466
2004/9/6	861.162	1235.802	1076.597	396.311	2253.964	1019.213	1043.466
2004/9/7	871.32	1237.144	1077.755	395.95	2271.941	1015.907	1050.541
2004/9/8	867.3	1240.695	1080.433	397.165	2273.879	1020.807	1045.916
2004/9/9	872.847	1237.146	1075.441	396.111	2240.947	1016.073	1047.977
2004/9/10	870.548	1259.288	1096.946	401.579	2236.874	1027.524	1053.033
2004/9/13	876.974	1270.289	1111.227	403.165	2246.145	1028.006	1055.137
2004/9/14	879.862	1269.534	1112.585	403.451	2263.066	1027.429	1057.225
2004/9/15	870.611	1249.875	1098.83	398.6	2224.129	1015.159	1049.634
2004/9/16	879.807	1248.244	1104.457	398.695	2221.83	1024.236	1052.817
2004/9/17	875.227	1261.294	1113.542	402.233	2203.624	1032.3	1057.321
2004/9/20	879.907	1252.824	1109.259	401.008	2207.833	1025.97	1051.811
2004/9/21	898.06	1272.526	1123.366	407.091	2203.224	1037.517	1058.608
2004/9/22	896.562	1258.293	1109.36	405.368	2188.208	1033.835	1044.071
2004/9/23	899.464	1251.507	1104.534	406.449	2194.255	1031.46	1038.99
2004/9/24	901.164	1254.922	1103.423	406.608	2162.952	1036.057	1040.547
2004/9/27	891.922	1252.727	1095.598	405.718	2141.653	1030.616	1034.322
2004/9/28	903.201	1258.338	1099.278	408.431	2129.846	1038.564	1040.164
2004/9/29	908.366	1264.565	1109.744	409.686	2137.275	1036.394	1044.765
2004/9/30	916.152	1261.285	1112.419	409.873	2178.698	1038.041	1044.473
2004/10/1	927.681	1287.927	1137.968	416.677	2203.133	1049.978	1060.47
2004/10/4	925.198	1287.425	1136.91	414.662	2234.619	1048.173	1064.035
2004/10/5	932.973	1292.616	1145.1	418.008	2235.866	1052.573	1063.199
2004/10/6	943.684	1289.865	1145.623	417.39	2247.677	1050.364	1070.125
2004/10/7	938.876	1286.721	1141.677	417.932	2236.695	1050.07	1059.338
2004/10/8	942.321	1293.346	1146.117	421.416	2265.309	1057.192	1051.592
2004/10/11	939.278	1286.187	1143.357	420.477	2276.198	1055.043	1053.794
2004/10/12	932.809	1266.492	1120.217	415.35	2237.209	1042.053	1051.499
2004/10/13	922.114	1262.812	1121.712	414.849	2228.068	1039.889	1044.037
2004/10/14	934.356	1266.574	1123.186	418.133	2209.528	1042.311	1034.419
2004/10/15	937.086	1277.716	1126.323	420.84	2210.012	1046.736	1038.727
2004/10/18	935.745	1277.683	1127.113	421.405	2198.515	1044.323	1044.333
2004/10/19	927.639	1291.159	1140.724	424.271	2227.723	1053.333	1034.484
2004/10/20	943.144	1288.383	1134.565	424.74	2203.741	1049.671	1034.935
2004/10/21	948.158	1296.7	1140.57	426.953	2202.838	1057.455	1037.65
2004/10/22	945.307	1299.182	1143.081	428.797	2212.868	1057.187	1027.332
2004/10/25	954.07	1286.34	1132.41	428.728	2198.734	1052.51	1026.128
2004/10/26	962.355	1289.673	1134.757	429.319	2197.623	1055.662	1040.938
2004/10/27	960.962	1309.291	1153.725	433.857	2206.623	1066.099	1054.608
2004/10/28	961.426	1320.774	1158.641	435.395	2245.258	1065.713	1056.467
2004/10/29	972.961	1313.757	1157.61	433.617	2233.581	1062.546	1059.113
2004/11/1	968.536	1325.873	1174.574	438.771	2221.494	1074.362	1059.463
2004/11/2	966.427	1331.435	1177.76	439.124	2254.302	1081.78	1059.264
2004/11/3	976.759	1344.18	1188.076	443.132	2256.214	1093.928	1071.34
2004/11/4	984.54	1350.227	1196.472	447.542	2273.512	1093.095	1088.45
2004/11/5	990.677	1359.587	1205.927	450.355	2301.673	1099.429	1092.446
2004/11/8	993.411	1362.788	1210.915	453.392	2286.958	1099.647	1090.987
2004/11/9	990.264	1356.626	1206.054	450.812	2277.483	1098.792	1090.104
2004/11/10	986.913	1362.135	1213.778	451.479	2253.089	1096.031	1089.129
2004/11/11	990.719	1376.703	1223.3	455.453	2237.391	1103.375	1099.036
2004/11/12	994.759	1380.631	1229.581	456.833	2288.658	1112.502	1109.479
2004/11/15	989.988	1375.379	1228.108	455.813	2330.912	1114.111	1109.244
2004/11/16	1000.852	1369.304	1226.404	453.881	2328.502	1109.305	1101.632
2004/11/17	1005.152	1392.487	1250.416	461.949	2341.781	1116.002	1107.992
2004/11/18	988.765	1384.189	1245.666	461.684	2331.54	1114.877	1109.64
2004/11/19	996.476	1379.459	1240.054	461.702	2360.683	1109.188	1097.181
2004/11/22	1013.125	1370.124	1234.68	457.74	2310.017	1102.307	1103.627
2004/11/23	1009.564	1377.357	1235.732	458.634	2302.878	1112.555	1103.296
2004/11/24	1013.995	1378.025	1246.327	462.739	2320.821	1113.245	1107.981
2004/11/25	1021.782	1399.12	1263.99	468.228	2337.113	1125.487	1107.981
2004/11/26	1024.697	1395.794	1264.247	467.778	2325.982	1125.471	1108.78
2004/11/29	1020.664	1398.073	1265.131	467.425	2356.793	1127.087	1105.149
2004/11/30	1011.271	1389.233	1259.721	466.463	2340.957	1126.971	1100.656
2004/12/1	1019.873	1405.602	1279.078	472.483	2313.592	1144.242	1117.014
2004/12/2	1014.226	1405.982	1284.789	472.192	2347.397	1145.958	1115.807
2004/12/3	1005.212	1406.793	1293.03	474.944	2375.536	1153.83	1116.626
2004/12/6	1003.432	1406.719	1293.405	478.629	2355.278	1149.667	1115.841
2004/12/7	987.932	1414.059	1299.218	481.275	2329.655	1152.22	1103.271
2004/12/8	976.257	1392.691	1280.301	478.041	2303.217	1137.972	1108.689
2004/12/9	977.853	1381.767	1264.102	474.653	2271.32	1127.736	1114.719
2004/12/10	971.859	1385.543	1267.229	476.383	2249.214	1127.814	1113.553
2004/12/13	976.94	1406.561	1287.73	481.184	2275.382	1142.691	1123.088
2004/12/14	976.407	1407.98	1289.616	482.342	2286.31	1140.802	1127.802
2004/12/15	989.477	1418.736	1298.061	486.919	2323.082	1154.392	1130.606
2004/12/16	981.164	1407.789	1290.829	482.917	2317.817	1150.629	1128.004
2004/12/17	984.874	1381.219	1273.54	480.142	2336.879	1142.705	1120.004
2004/12/20	994.807	1404.041	1297.198	488.963	2343.006	1158.735	1120.382
2004/12/21	999.124	1401.781	1294.177	488.336	2340.014	1145.877	1130.859
2004/12/22	995.418	1416.526	1303.712	493.035	2362.969	1148.534	1134.746
2004/12/23	995.561	1434.288	1318.118	498.838	2373.686	1154.935	1135.425
2004/12/24	1008.143	1439.108	1321.535	500.131	2401.485	1161.417	1135.425
2004/12/27	1014.173	1446.327	1324.777	502.762	2411.88	1165.939	1130.559
2004/12/28	1013.883	1447.353	1330.605	503.333	2421.576	1163.075	1138.782
2004/12/29	1010.072	1446.598	1324.092	502.579	2397.083	1160.634	1138.758
2004/12/30	1023.822	1451.808	1331.21	504.412	2446.613	1164.359	1138.922
2004/12/31	1028.171	1445.594	1327.547	503.024	2460.103	1162.443	1137.428
2005/1/3	1016.925	1444.208	1325.992	499.78	2450.418	1152.302	1127.692
2005/1/4	995.874	1427.536	1309.415	494.913	2422.599	1148.165	1114.555
2005/1/5	981.119	1413.208	1298.054	492.61	2412.561	1141.165	1110.166
2005/1/6	979.032	1411.76	1300.382	490.295	2393.459	1137.678	1113.977
2005/1/7	972.257	1406.2	1293.01	486.874	2389.605	1140.341	1112.584
2005/1/10	982.347	1412.114	1295.089	488.33	2398.182	1142.035	1116.572
2005/1/11	987.502	1407.939	1285.411	484.901	2434.218	1138.342	1109.573
2005/1/12	1002.888	1411.025	1283.506	489.086	2448.008	1140.476	1114.251
2005/1/13	997.389	1409.14	1277.018	489.856	2428.56	1137.338	1104.805
2005/1/14	990.099	1404.6	1272.591	489.267	2435.28	1134.933	1111.611
2005/1/17	991.321	1412.875	1275.676	489.766	2452.689	1135.069	1111.611
2005/1/18	992.43	1404.921	1272.092	487.231	2428.832	1134.183	1122.291
2005/1/19	985.917	1404.476	1271.964	489.316	2428.524	1139.284	1111.555
2005/1/20	977.407	1385.734	1256.498	485.377	2388.067	1132.019	1103.438
2005/1/21	983.128	1394.803	1259.433	488.658	2382.381	1131.704	1096.405
2005/1/24	987.448	1397.671	1259.765	487.7	2406.719	1137.757	1092.48
2005/1/25	978.801	1400.008	1261.116	487.334	2372.362	1138.033	1096.455
2005/1/26	991.265	1412.595	1267.311	490.268	2416.459	1149.542	1102.094
2005/1/27	986.29	1413.087	1264.109	488.167	2399.722	1153.918	1102.109
2005/1/28	977.69	1403.673	1254.471	485.373	2391.653	1147.006	1099.056
2005/1/31	986.704	1421.443	1272.986	491.39	2402.924	1153.553	1108.199
2005/2/1	991.975	1427.651	1276.992	493.118	2389.58	1162.648	1115.648
2005/2/2	996.525	1435.478	1285.396	495.645	2400.727	1168.481	1119.226
2005/2/3	994.278	1418.443	1273.009	492.346	2375.534	1163.656	1115.731
2005/2/4	995.664	1426.957	1288.665	496.911	2391.415	1174.933	1128.536
2005/2/7	992.358	1424.333	1285.098	494.255	2391.11	1170.887	1127.16
2005/2/8	997.461	1417.268	1280.271	493.657	2363.239	1168.337	1127.938
2005/2/9	999.664	1415.934	1276.629	493.265	2368.746	1168.031	1118.14
2005/2/10	1019.099	1427.296	1282.368	497.886	2384.157	1178.573	1122.737
2005/2/11	1026.425	1442.364	1294.082	500.175	2382.126	1184.903	1130.541
2005/2/14	1032.531	1450.556	1302.832	503.422	2413.491	1197.719	1131.503
2005/2/15	1029.177	1457.613	1306.8	504.661	2423.974	1201.59	1135.062
2005/2/16	1031.75	1452.031	1299.684	501.801	2401.945	1194.395	1135.172
2005/2/17	1040.342	1460.291	1308.293	504.74	2393.083	1202.58	1126.164
2005/2/18	1046.889	1468.898	1305.988	502.043	2400.691	1204.535	1127.035
2005/2/21	1046.149	1466.694	1304.836	496.388	2407.134	1206.371	1127.035
2005/2/22	1043.508	1475.908	1311.339	499.079	2427.713	1205.626	1110.557
2005/2/23	1038.25	1463.977	1304.252	496.506	2385.181	1195.66	1116.719
2005/2/24	1032.594	1465.943	1303.399	497.89	2384.733	1193.396	1125.575
2005/2/25	1050.308	1485.301	1315.381	502.359	2410.242	1206.809	1136.365
2005/2/28	1048.793	1491.739	1324.646	506.948	2451.907	1204.63	1128.94
2005/3/1	1043.922	1491.18	1325.292	505.101	2451.19	1208.665	1135.217
2005/3/2	1052.535	1485.478	1320.762	501.917	2453.145	1200.594	1135.02
2005/3/3	1055.546	1486.482	1315.791	502.067	2456.953	1204.896	1135.086
2005/3/4	1077.763	1510.576	1342.131	510.557	2474.249	1221.236	1146.128
2005/3/7	1073.24	1510.088	1337.567	509.252	2472.008	1211.594	1149.456
2005/3/8	1090.967	1519.722	1343.654	512.169	2481.073	1218.115	1144.047
2005/3/9	1084.059	1514.941	1339.27	511.268	2506.895	1208.017	1132.266
2005/3/10	1074.622	1508.805	1331.985	509.081	2488.047	1200.987	1134.258
2005/3/11	1075.613	1518.291	1343.205	510.628	2499.956	1207.769	1125.904
2005/3/14	1074.936	1508.287	1335.823	507.878	2465.143	1196.842	1133.083
2005/3/15	1075.27	1512.638	1336.328	510.253	2472.332	1205.528	1124.71
2005/3/16	1074.468	1503.854	1325.033	508.541	2490.387	1198.662	1115.334
2005/3/17	1084.513	1502.805	1321.766	507.592	2464.754	1192.47	1117.222
2005/3/18	1076.495	1499.631	1316.162	507.804	2476.476	1188.233	1116.81
2005/3/21	1064.113	1480.756	1296.707	505.592	2472.468	1178.669	1111.753
2005/3/22	1069.461	1488.154	1305.533	506.908	2472.537	1181.442	1100.625
2005/3/23	1047.634	1460.704	1285.367	499.039	2437.578	1158.834	1101.141
2005/3/24	1044.839	1472.391	1289.181	500.781	2412.875	1159.795	1100.541
2005/3/25	1044.839	1472.391	1289.181	500.781	2424.023	1159.795	1100.541
2005/3/28	1034.99	1462.058	1280.134	497.266	2413.155	1157.159	1103.219
2005/3/29	1034.183	1467.66	1285.885	500.247	2364.666	1161.286	1095.07
2005/3/30	1040.988	1466.608	1290.025	502.554	2355.93	1162.166	1110.048
2005/3/31	1061.922	1471.904	1294.553	505.572	2387.753	1164.341	1109.27
2005/4/1	1061.455	1473.082	1298.79	507.312	2389.486	1168.51	1102.042
2005/4/4	1053.994	1448.339	1275.658	500.212	2361.709	1154.25	1104.713
2005/4/5	1053.89	1461.355	1283.216	502.847	2374.231	1166.734	1109.652
2005/4/6	1059.3	1469.165	1289.782	503.722	2384.426	1168.361	1112.091
2005/4/7	1055.9	1481.263	1294.215	511.357	2392.337	1174.851	1118.964
2005/4/8	1047.237	1474.878	1292.992	507.81	2393.543	1175.161	1109.559
2005/4/11	1045.611	1484.827	1302.368	512.899	2387.592	1181.946	1109.417
2005/4/12	1039.078	1469.283	1287.817	506.946	2357.166	1173.14	1115.851
2005/4/13	1025.271	1477.212	1298.734	507.685	2370.733	1180.403	1102.73
2005/4/14	1013.15	1464.092	1288.552	502.472	2337.056	1169.31	1091.681
2005/4/15	999.696	1449.639	1272.307	495.606	2318.058	1164.006	1074.261
2005/4/18	1002.713	1428.615	1248.338	485.246	2239.109	1154.821	1077.262
2005/4/19	1015.375	1436.203	1251.743	486.739	2277.339	1169.422	1083.935
2005/4/20	1013.813	1436.061	1248.639	487.253	2290.133	1161.773	1069.783
2005/4/21	1020.798	1440.793	1256.631	490.982	2270.326	1158.404	1090.544
2005/4/22	1018.774	1447.907	1262	492.258	2305.21	1167.267	1083.276
2005/4/25	1019.527	1441.146	1259.112	488.718	2315.704	1168.358	1092.56
2005/4/26	1015.244	1439.338	1252.291	487.114	2301.55	1158.385	1083.277
2005/4/27	1003.852	1415.97	1234.529	482.03	2302.448	1146.518	1087.603
2005/4/28	995.204	1405.105	1222.644	479.329	2302.938	1147.095	1075.117
2005/4/29	1003.33	1404.986	1220.113	480.531	2326.206	1149.961	1087.918
2005/5/2	1010.311	1406.848	1223.805	481.653	2324.238	1139.815	1092.969
2005/5/3	1004.551	1418.167	1234.317	484.316	2323.907	1152.221	1092.199
2005/5/4	1021.555	1436.617	1246.705	487.219	2343.183	1163.097	1105.921
2005/5/5	1024.314	1446.707	1253.48	488.779	2339.593	1169.723	1103.22
2005/5/6	1030.589	1441.181	1247.597	485.001	2373.979	1165.974	1102.01
2005/5/9	1039.597	1434.385	1241.42	483.258	2353.592	1158.096	1109.034
2005/5/10	1033.147	1433.433	1236.231	480.672	2349.42	1154.093	1097.583
2005/5/11	1017.535	1419.321	1228.703	479.796	2338.444	1144.43	1101.918
2005/5/12	1003.825	1420.36	1224.333	479.054	2309.074	1142.727	1091.197
2005/5/13	987.335	1413.463	1219.305	476.582	2288.455	1136.419	1086.375
2005/5/16	986.847	1408.789	1213.241	474.796	2267.192	1123.181	1097.264
2005/5/17	993.216	1407.927	1210.713	470.94	2249.021	1129.52	1104.995
2005/5/18	1001.695	1431.636	1231.682	478.197	2242.656	1137.853	1116.03
2005/5/19	1007.744	1434.559	1237.055	478.692	2279.718	1142.665	1121.413
2005/5/20	1004.515	1429.674	1230.259	476.718	2265.484	1137.719	1119.89
2005/5/23	1010.071	1441.532	1245.457	477.765	2293.015	1144.816	1124.214
2005/5/24	1014.633	1435.802	1242.484	476.993	2295.114	1142.998	1124.347
2005/5/25	1008.77	1436.871	1241.652	477.541	2269.379	1142.172	1120.314
2005/5/26	1014.141	1442.015	1247.327	477.507	2260.194	1141.929	1127.523
2005/5/27	1023.413	1442.684	1251.746	477.152	2280.461	1140.819	1128.642
2005/5/30	1033.942	1436.125	1254.49	477.143	2300.593	1141.1	1128.642
2005/5/31	1023.901	1417.854	1236.77	469.878	2304.62	1135.402	1121.502
2005/6/1	1036.922	1427.562	1245.739	471.849	2303.617	1141.736	1131.59
2005/6/2	1033.036	1431.792	1248.508	473.121	2301.941	1141.903	1133.851
2005/6/3	1038.26	1422.926	1242.424	470.166	2316.391	1140.648	1126.29
2005/6/6	1039.213	1418.651	1238.887	469.158	2329.203	1138.048	1127.734
2005/6/7	1034.656	1429.229	1255.642	472.787	2319.841	1154.765	1127.446
2005/6/8	1044.424	1433.556	1259.609	475.298	2331.185	1155.401	1124.763
2005/6/9	1041.295	1411.589	1247.047	471.037	2291.285	1143.802	1130.794
2005/6/10	1050.382	1413.89	1246.567	469.68	2295.737	1145.482	1128.053
2005/6/13	1048.485	1411.095	1242.9	469.768	2272.744	1142.639	1130.652
2005/6/14	1048.035	1410.543	1241.989	470.894	2281.316	1145.318	1133.337
2005/6/15	1066.342	1413.113	1237.924	472.984	2295.337	1146.797	1135.763
2005/6/16	1079.782	1410.171	1244.281	473.467	2304.296	1152.972	1140.196
2005/6/17	1080.985	1439.348	1266.094	479.255	2330.221	1163.015	1145.597
2005/6/20	1089.581	1419.237	1251.693	468.699	2314.804	1161.72	1145.031
2005/6/21	1081.335	1428.116	1256.904	470.342	2333.714	1164.949	1142.716
2005/6/22	1092.281	1430.528	1259.394	469.724	2334.171	1167.153	1142.899
2005/6/23	1087.069	1424.532	1253.178	466.448	2336.568	1168.341	1130.739
2005/6/24	1087.642	1415.467	1241.371	463.487	2323.801	1161.354	1122.304
2005/6/27	1091.309	1410.242	1237.066	461.8	2299.275	1156.36	1121.621
2005/6/28	1094.719	1413.01	1237.526	462.941	2305.189	1160.908	1131.951
2005/6/29	1098.339	1423.71	1243.615	464.809	2308.511	1156.831	1130.307
2005/6/30	1084.136	1427.594	1247.63	468.8	2301.566	1149.945	1122.569
2005/7/1	1070.157	1424.259	1241.433	465.886	2292.231	1147.447	1125.61
2005/7/4	1072.945	1416.304	1236.733	465.174	2301.025	1145.673	1125.61
2005/7/5	1085.883	1412.908	1231.777	463.621	2294.791	1142.081	1135.382
2005/7/6	1098.766	1424.763	1237.811	466.65	2291.736	1153.423	1126.458
2005/7/7	1103.759	1408.205	1218.691	459.875	2282.905	1126.868	1129.248
2005/7/8	1122.168	1432.997	1234.893	466.84	2273.392	1139.836	1142.385
2005/7/11	1130.737	1456.598	1266.342	475.07	2295.145	1154.857	1149.505
2005/7/12	1139.544	1469.485	1277.696	478.142	2315.55	1160.342	1152.019
2005/7/13	1136.876	1466.708	1272.89	477.839	2287.76	1154.165	1152.7
2005/7/14	1123.471	1477.384	1279.397	480.929	2301.264	1160.655	1155.416
2005/7/15	1118.58	1470.23	1276.93	476.831	2303.424	1149.568	1157.03
2005/7/18	1120.33	1468.602	1280.352	478.646	2313.73	1143.449	1150.812
2005/7/19	1131.821	1479.817	1287.167	480.798	2285.477	1131.458	1158.996
2005/7/20	1135.722	1480.19	1293.202	479.318	2280.338	1128.958	1164.394
2005/7/21	1139.097	1494.562	1315.497	483.635	2339.594	1141.183	1156.4
2005/7/22	1147.129	1491.184	1316.343	484.033	2317.998	1143.419	1162.445
2005/7/25	1142.688	1487.69	1312.739	483.267	2306.331	1150.041	1157.7
2005/7/26	1132.979	1482.872	1308.421	481.943	2290.999	1145.384	1160.076
2005/7/27	1142.732	1488.42	1313.573	483.942	2307.742	1148.407	1165.326
2005/7/28	1144.722	1503.424	1329.092	487.258	2310.792	1155.915	1171.789
2005/7/29	1142.998	1508.738	1334.58	488.618	2324.422	1164.204	1163.422
2005/8/1	1155.249	1517.994	1342.232	489.939	2335.212	1172.568	1164.701
2005/8/2	1181.924	1533.566	1353.075	494.443	2349.763	1180.567	1172.721
2005/8/3	1175.175	1544.6	1364.058	498.549	2362.003	1188.167	1173.305
2005/8/4	1182.042	1539.022	1357.386	495.127	2343.271	1183.598	1164.647
2005/8/5	1165.044	1522.407	1341.229	491.174	2301.039	1180.798	1155.128
2005/8/8	1178.628	1532.849	1347.449	495.043	2312.05	1194.669	1151.31
2005/8/9	1171.886	1547.283	1364.65	497.286	2330.843	1196.651	1159.08
2005/8/10	1185.067	1563.918	1391.483	502.297	2405.089	1207.696	1156.929
2005/8/11	1199.981	1564.627	1387.746	503.306	2452.047	1210.939	1165.155
2005/8/12	1206.327	1552.742	1382.12	501.237	2466.828	1212.15	1158.566
2005/8/15	1196.118	1541.518	1371.047	498.555	2473.447	1207.802	1161.737
2005/8/16	1182.258	1528.544	1357.054	494.376	2483.958	1204.196	1148.46
2005/8/17	1169.016	1523.399	1350.69	491.681	2471.666	1197.624	1149.292
2005/8/18	1144.868	1504.3	1330.686	482.823	2458.324	1181.733	1147.976
2005/8/19	1161.868	1519.246	1347.648	488.401	2449.709	1189.559	1148.7
2005/8/22	1173.547	1530.442	1361.673	492.051	2509.683	1198.053	1150.646
2005/8/23	1174.385	1511.083	1351.154	486.591	2508.895	1191.519	1147.106
2005/8/24	1180.922	1513.316	1356.659	491.729	2509.997	1185.78	1139.889
2005/8/25	1192.48	1502.179	1344.508	489.476	2501.655	1183.74	1142.55
2005/8/26	1178.806	1496.022	1330.606	486.569	2518.967	1181.846	1135.611
2005/8/29	1186.994	1494.294	1330.691	485.923	2469.747	1178.023	1142.473
2005/8/30	1191.948	1484.153	1316.993	481.731	2482.079	1172.628	1138.833
2005/8/31	1208.955	1512.911	1338.791	491.31	2485.889	1191.124	1150.246
2005/9/1	1227.768	1543.603	1361.038	500.783	2523.378	1218.45	1151.106
2005/9/2	1220.257	1546.849	1367.799	504.056	2543.877	1225.959	1147.814
2005/9/5	1218.77	1550.405	1383.562	504.768	2573.078	1229.73	1147.814
2005/9/6	1224.371	1560.556	1395.93	506.207	2552.52	1234.016	1161.993
2005/9/7	1226.813	1561.297	1397.834	505.774	2542.502	1233.946	1164.997
2005/9/8	1224.86	1550.644	1395.49	505.435	2520.568	1229.187	1160.528
2005/9/9	1249.557	1562.086	1401.369	506.622	2571.174	1233.13	1169.6
2005/9/12	1234.196	1543.925	1380.949	501.356	2600.447	1225.14	1169.258
2005/9/13	1234.329	1529.981	1356.797	498.125	2588.619	1216.878	1160.631
2005/9/14	1245.807	1539.366	1362.443	503.291	2596.642	1222.267	1156.511
2005/9/15	1239.68	1531.036	1351.384	499.096	2619.898	1214.912	1157.287
2005/9/16	1248.124	1541.405	1372.43	502.701	2599.069	1220.1	1166.659
2005/9/19	1265.304	1532.257	1348.715	499.473	2600.704	1225.293	1160.348
2005/9/20	1257.24	1543.824	1361.492	501.009	2644.995	1221.709	1151.596
2005/9/21	1265.785	1528.667	1344.013	501.977	2664.204	1216.639	1140.812
2005/9/22	1254.919	1511.029	1328.34	495.214	2649.785	1205.076	1144.788
2005/9/23	1253.409	1510.463	1329.309	493.37	2634.901	1202.217	1145.597
2005/9/26	1264.052	1534.927	1353.455	498.299	2689.118	1208.528	1146.269
2005/9/27	1267.804	1525.235	1343.043	495.853	2649.881	1201.753	1145.847
